"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field(s) of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
"2014745"	2022-01-11	"Prof Viviana Wuthrich"	"International Collaborations"	"2020 NHMRC-NIHR Collaborative Research Grant Scheme Round 3"	"A randomised CONtrolled trial of Tailored Acceptance and Commitment Therapy for older people with treatment resistant Generalised Anxiety Disorder (CONTACT-GAD)"	"Macquarie University"	"NSW"	"University"	358767.46	"Public Health"	"psychology | health, clinical and counselling psychology | public health and health services | aged health care |"	"general anxiety disorder (GAD)"	"geriatrics"	"clinical trial"	"psychological treatment"	"mental health services"	"Generalised anxiety disorder (GAD) is one of the most common mental disorders in later life. It is characterised by excessive and uncontrollable worry that is often chronic and associated with poorer quality of life, increased disability and greater use of medication and health services. Current treatments for GAD are not always well tolerated in this population. Acceptance and Commitment therapy (ACT) is a promising psychological therapy. This clinical trial will compare ACT to usual care."
"2014792"	2022-01-11	"Dr Calum Roberts"	"International Collaborations"	"2020 NHMRC-NIHR Collaborative Research Grant Scheme Round 3"	"The neoGASTRIC trial: Avoiding routine gastric residual volume measurement in neonatal critical care, a multi-centre, randomised controlled trial"	"Monash University"	"VIC"	"University"	739020.1	"Clinical Medicine and Science"	"paediatrics and reproductive medicine | paediatrics |"	"very preterm birth"	"feeding and nutrition"	"extremely low birth weight"	"abdominal surgery"	"neonatal intensive care (NICU)"	"Before feeding preterm babies, nurses aspirate the contents of the stomach from the feeding tube to assess the ‘residual volume’ of feed, to determine the feeding plan. It is not clear if this is helpful (by detecting gut issues early), or harmful (by unnecessarily delaying feeding). In this trial, half of included infants will have gastric residual volumes routinely measured, and half will not. This will show which approach is best, for establishing feeding and avoiding any harm."
"2015634"	2022-01-11	"Mrs Julie Taranto"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"ANZAC Research Institute"	"NSW"	"Research Institutes"	6414.35	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015635"	2022-01-11	"Marie-Helene Rousseau"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Australian National University"	"ACT"	"University"	87443.83	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015636"	2022-01-11	"Ms Cherry Yu"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Baker Heart and Diabetes Institute"	"VIC"	"Research Institutes"	52172.69	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015637"	2022-01-11	"Haley Jacobi"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Bond University"	"QLD"	"University"	26683.43	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015638"	2022-01-11	"Ms Nadine Barnes"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Burnet Institute"	"VIC"	"Research Institutes"	56285.25	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015639"	2022-01-11	"Dr John Williams"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Cancer Council NSW"	"NSW"	"Charities and Philanthropic"	5705.78	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015640"	2022-01-11	"Miss Amy Shelly"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Cancer Council VIC"	"VIC"	"Charities and Philanthropic"	6171.32	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015641"	2022-01-11	"Mr Nicholas Keilar"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Centenary Institute of Cancer Medicine and Cell Biology"	"NSW"	"Research Institutes"	5753.55	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015642"	2022-01-11	"Raja Choudhury"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Centre for Eye Research Australia"	"VIC"	"Research Institutes"	16116.04	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015643"	2022-01-11	"Mr Dhruv Shah"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Curtin University"	"WA"	"University"	41939.59	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015644"	2022-01-11	"Kelly Windmill"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Deakin University"	"VIC"	"University"	76782.94	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015645"	2022-01-11	"Ms Sharon York"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Edith Cowan University"	"WA"	"University"	12365.71	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015646"	2022-01-11	"Mr Gareth Rees"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Flinders University"	"SA"	"University"	96569.96	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015647"	2022-01-11	"Andrea Richardson-Wynd"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research Institutes"	75486.89	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015648"	2022-01-11	"Lynette Farquhar"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Griffith University"	"QLD"	"University"	59216.91	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015649"	2022-01-11	"Mr Javier Balanzategui"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"James Cook University"	"QLD"	"University"	30327.3	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015650"	2022-01-11	"Dr Georgina Caruana"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"La Trobe University"	"VIC"	"University"	64440.12	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
"2015651"	2022-01-11	"Erin Semon"	"Equipment Grant"	"Equipment Grant"	"2021 Equipment Grant"	"Macquarie University"	"NSW"	"University"	81317.36	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"	"Not Applicable"
