"APP ID"	"Date Announced"	"CIA_NAME"	"GRANT_TYPE"	"SUB_TYPE"	"SIMPLIFIED TITLE"	"ADMIN_ INSTITUTION"	"STATE"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"TOTAL"	"BROAD_RESEARCH_AREA"	"FOR_ CATEGORY"	"FIELD_OF_  RESEARCH"	"RESEARCH_KW_1"	"RESEARCH_KW_2"	"RESEARCH_KW_3"	"RESEARCH_KW_4"	"RESEARCH_KW_5"	"Sector"
"1078444"	2014-10-17	"Prof Helena Teede"	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical Research"	"Centre for Research Excellence in the evaluation, management and health care needs of Polycystic Ovary Syndrome and related health implications"	"Monash University"	"VIC"	NA	506113	506113	506113	485357	485356	NA	2489052	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"polycystic ovarian syndrome (PCOS)"	"fertility"	"obesity"	"diabetes"	"epidemiology"	"University"
"1078464"	2014-10-17	"Dr Martin Sale"	"NHMRC Project Grants"	"Standard Project Grant"	"Mimicking slow wave sleep to enhance plasticity in the elderly human brain"	"University of Queensland"	"QLD"	NA	143369	133369	138369	NA	NA	NA	415105.5	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"motor learning"	"plasticity"	"transcranial magnetic stimulation (TMS)"	"ageing"	"sleep"	"University"
"1078468"	2014-10-17	"Prof Andreas Suhrbier"	"NHMRC Project Grants"	"Standard Project Grant"	"Improving treatment strategies for chronic alphaviral arthritic diseases"	"Queensland Institute of Medical Research"	"QLD"	NA	207825	207825	207825	NA	NA	NA	623475	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"arbovirus diseases"	"arthritis"	"inflammatory arthritis"	"persistence"	"treatment"	"MRI"
"1078471"	2014-10-17	"Prof Christine Feinle-Bisset"	"NHMRC Project Grants"	"Standard Project Grant"	"Effects of dietary amino and fatty acids on energy intake and glycaemia - implications for novel approaches to the management of obesity and type 2 diabetes"	"University of Adelaide"	"SA"	NA	230065	215065	235863	98914	NA	NA	779906.25	"Clinical Medicine and Science"	"NUTRITION AND DIETICS"	"Nutritional Physiology"	"energy intake"	"gut hormones"	"glycaemic control"	"nutrient intake"	"gastric emptying"	"University"
"1078557"	2014-10-17	"Prof Amanda Leach"	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical Research"	"Centre of Research Excellence in Indigenous Children's Healthy EARs (ICHEAR)"	"Menzies School of Health Research"	"NT"	NA	177708	598251	653505	632708	437578	NA	2499750	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"otitis media"	"prevention"	"vaccines"	"treatment efficacy"	"antibiotic therapy"	"MRI"
"1078579"	2014-10-17	"Prof Peter Gibson"	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical Research"	"National Clinical Centre of Research Excellence in Severe Asthma"	"University of Newcastle"	"NSW"	NA	551896	593915	645933	416242	290185	NA	2498171	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"asthma severity"	"phenotype"	"asthma management"	"inflammation"	"asthma exacerbation"	"University"
"1078600"	2014-10-17	"Prof Peter Sly"	"NHMRC Project Grants"	"Standard Project Grant"	"Immune recognition of upper airway microbiota in early life as a determinant of respiratory health in children"	"University of Queensland"	"QLD"	NA	241672	201672	201672	201672	241672	NA	1088362	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"respiratory infection"	"respiratory physiology"	"epithelial cells"	"immune response"	"asthma"	"University"
"1078609"	2014-10-17	"Prof Mark Cooper"	"Centre for Research Excellence"	"Centre for Research Excellence - Type 1 Diabetes Research"	"JDRF/NHMRC Diabetes Complications Centre of Research Excellence"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	499626	500093	500093	500093	500095	NA	2500000	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"diabetic complications"	"diabetic nephropathy"	"diabetic vascular complications"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"diabetes mellitus"	"MRI"
"1078624"	2014-10-17	"Prof Jonathan Morris"	"NHMRC Project Grants"	"Standard Project Grant"	"Treatment of asymptomatic candidiasis in pregnant women for the prevention of preterm birth: a randomised trial"	"University of Sydney"	"NSW"	NA	259061	516675	516675	306794	47733	NA	1646937.76	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"premature birth"	"candidiasis"	"pregnancy outcome"	"maternal and child health"	"randomised controlled trial (RCT)"	"University"
"1078642"	2014-10-17	"Prof Alice Vrielink"	"NHMRC Project Grants"	"Standard Project Grant"	"Structure-based design of novel therapeutics for multi-drug resistant Neisseria gonorrhoeae"	"University of Western Australia"	"WA"	NA	216067	216067	216067	NA	NA	NA	648199.5	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"antibiotic resistance"	"drug resistance"	"drug design"	"neisseria"	"structural biology"	"University"
"1078643"	2014-10-17	"Dr Fabienne Brilot"	"NHMRC Project Grants"	"Standard Project Grant"	"Dopamine-2 receptor antibody in movement and psychiatric disorders"	"University of Sydney"	"NSW"	NA	140992	135992	125992	NA	NA	NA	402975.55	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"neuroimmunology"	"neurology"	"movement disorders"	"psychiatric disorders"	"antibody"	"University"
"1078649"	2014-10-17	"A/Pr Michael Dibley"	"NHMRC Project Grants"	"Standard Project Grant"	"M-SAKHI : Mobile health solutions to help community providers promote maternal and infant nutrition and health - A community-based cluster randomized controlled trial in rural India"	"University of Sydney"	"NSW"	NA	536949	639584	614046	484244	NA	NA	2274822.6	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"community-based"	"randomised controlled trial (RCT)"	"infant feeding"	"infant nutrition"	"telephone counselling"	"University"
"1078694"	2014-10-17	"A/Pr Tim Hewitson"	"NHMRC Project Grants"	"Standard Project Grant"	"Tubulointerstitial Epigenetics- The Underlying Basis of Progressive Fibrosis in Kidney Disease"	"Melbourne Health"	"VIC"	NA	122359	122359	122359	NA	NA	NA	367077	"Basic Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"fibrosis"	"epigenetics"	"progression"	"acute renal failure"	"chronic renal failure"	"Hospital"
"1078697"	2014-10-17	"Dr Andrew Harman"	"NHMRC Project Grants"	"Standard Project Grant"	"The Role of Dendritic Cells in Sexual Transmission of HIV and Viral Reservoir Formation"	"University of Sydney"	"NSW"	NA	211271	211271	211271	NA	NA	NA	633813	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"dendritic cell"	"virus receptors"	"viral infection"	"viral immunology"	"T cells"	"University"
"1078707"	2014-10-17	"Prof Jenny Gunton"	"NHMRC Project Grants"	"Standard Project Grant"	"Increasing beige fat to treat obesity"	"University of Sydney"	"NSW"	NA	245473	250473	240473	210473	NA	NA	946891.6	"Basic Science"	"NUTRITION AND DIETICS"	"Nutritional Physiology"	"obesity"	"diabetes mellitus"	"diabetes prevention"	"iron chelators"	"fat metabolism"	"University"
"1078749"	2014-10-17	"A/Pr Peter Catcheside"	"NHMRC Project Grants"	"Standard Project Grant"	"Clarifying the pathogenic role of arousal-hyperventilation in obstructive and central sleep apnoea: Testing fundamental pathophysiological mechanisms and a strategic new treatment"	"Flinders University"	"SA"	NA	150539	164718	87359	NA	NA	NA	402615.5	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"obstructive sleep apnoea"	"sleep breathing disorders"	"upper airway physiology"	"arousal"	"pathophysiology"	"University"
"1078756"	2014-10-17	"Dr Margaret Wright"	"NHMRC Project Grants"	"Standard Project Grant"	"Neurodevelopment during Adolescence: A Longitudinal Imaging Study"	"Queensland Institute of Medical Research"	"QLD"	NA	326953	326953	326953	326953	326953	NA	1634767	"Basic Science"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"twins"	"brain imaging"	"quantitative genetics"	"adolescent health"	"mental health"	"MRI"
"1078763"	2014-10-17	"Dr Daniel Gray"	"NHMRC Project Grants"	"Standard Project Grant"	"The cell death mechanisms that control regulatory T cell homeostasis"	"Walter and Eliza Hall Institute"	"VIC"	NA	195262	195262	175262	NA	NA	NA	565784.5	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"autoimmunity"	"apoptosis"	"homeostasis"	"regulatory T cells"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"MRI"
"1078877"	2014-10-17	"Prof Roslyn Boyd"	"NHMRC Project Grants"	"Standard Project Grant"	"REACH: Randomised trial of EArly Rehabilitation in Congenital Hemiplegia"	"University of Queensland"	"QLD"	NA	287077	255167	273257	123539	NA	NA	939038.75	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rehabilitation and Therapy (excl. Physiotherapy)"	"cerebral palsy treatments"	"early intervention"	"neuroplasticity"	"occupational therapy"	"early brain development"	"University"
"1078879"	2014-10-17	"Dr Craig Harrison"	"NHMRC Project Grants"	"Standard Project Grant"	"Physiological consequences of the loss of inhibin activity"	"Monash University"	"VIC"	NA	202994	197994	192994	NA	NA	NA	593982	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics and Reproductive Medicine not elsewhere classified"	"activin and inhibin"	"transforming growth factor beta (TGF-beta)"	"female menopause"	"muscle wasting"	"bone loss"	"University"
"1078893"	2014-10-17	"Dr Bryan Day"	"NHMRC Project Grants"	"New Investigator Grant"	"EphA2 and EphA3 Maintain Tumour Initiating Cells and are Therapeutic Targets in Brain Cancer"	"Queensland Institute of Medical Research"	"QLD"	NA	201271	201271	191271	NA	NA	NA	593813	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Molecular Targets"	"Eph receptors"	"glioma"	"glioblastoma"	"therapeutic antibodies"	"microenvironment"	"MRI"
"1078907"	2014-10-17	"Dr Paul Gregorevic"	"NHMRC Project Grants"	"Standard Project Grant"	"Targeting Activins to treat cachexia"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	183164	208164	183164	97359	NA	NA	671851	"Basic Science"	"MEDICAL PHYSIOLOGY"	"Medical Physiology not elsewhere classified"	"activin"	"muscle wasting"	"signalling pathways"	"growth factor regulation"	"cachexia"	"MRI"
"1078918"	2014-10-17	"A/Pr Anne-Marie Hill"	"NHMRC Project Grants"	"Standard Project Grant"	"Innovative Patient Education for Preventing Falls after Hospital Discharge"	"University of Notre Dame"	"WA"	NA	155390	217793	138823	61180	NA	NA	573186.45	"Public Health"	"CLINICAL SCIENCES"	"Geriatrics and Gerontology"	"falls prevention"	"discharge planning"	"behaviour change"	"patient education"	"geriatrics"	"University"
"1078924"	2014-10-17	"Dr Grant Dewson"	"NHMRC Project Grants"	"Standard Project Grant"	"Understanding how BH3-only proteins initiate apoptosis in response to chemotherapy"	"Walter and Eliza Hall Institute"	"VIC"	NA	140262	165262	160262	NA	NA	NA	465784.5	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"apoptosis"	"Bcl-2"	"cancer cell biology"	"BAX"	"death signalling"	"MRI"
"1078927"	2014-10-17	"Prof Ross Bailie"	"Centre for Research Excellence"	"Centre for Research Excellence - Health Services Research"	"An Innovation Platform for Systems-Wide Improvement in Indigenous Primary Health Care"	"Menzies School of Health Research"	"NT"	NA	631183	736462	400049	364475	364474	NA	2496643	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"health services research"	"health systems"	"primary care"	"quality improvement"	"MRI"
"1078928"	2014-10-17	"Prof Ken Walder"	"NHMRC Project Grants"	"Standard Project Grant"	"Gene Expression Signature Technology to Repurpose Drugs for Bipolar Disorder"	"Deakin University"	"VIC"	NA	115466	201271	150466	NA	NA	NA	467203	"Basic Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"bipolar disorder"	"drug discovery"	"gene expression"	"mood disorders"	"case-control study"	"University"
"1078930"	2014-10-17	"Dr Joshua Davis"	"NHMRC Project Grants"	"Standard Project Grant"	"CAMERA: Combination antibiotic treatment for Methicillin Resistant Staphylococcus Aureus Bacteraemia - a Randomised Controlled Trial"	"Menzies School of Health Research"	"NT"	NA	228596	223210	218210	218210	225304	NA	1113530.8	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Microbiology"	"infection"	"Staphylococcus aureus"	"antibiotics"	"antibiotic resistance"	"sepsis"	"MRI"
"1078943"	2014-10-17	"Dr Stuart Mazzone"	"NHMRC Project Grants"	"Standard Project Grant"	"Dissecting the central organisation of cough neural networks"	"University of Queensland"	"QLD"	NA	188164	216169	221169	221169	NA	NA	846670.25	"Basic Science"	"NEUROSCIENCES"	"Autonomic Nervous System"	"cough"	"neuroanatomical tracing"	"neurophysiology"	"respiratory diseases"	"adeno-associated virus"	"University"
"1078978"	2014-10-17	"A/Pr Frank Sanfilippo"	"NHMRC Project Grants"	"Standard Project Grant"	"Is the incidence of heart attack still decreasing in Australia? Developing more reliable methods for monitoring trends in myocardial infarction and coronary heart disease"	"University of Western Australia"	"WA"	NA	204067	256303	196769	78913	NA	NA	736050.4	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"coronary heart disease (CHD)"	"monitoring"	"outcomes research"	"record linkage"	"population-based"	"University"
"1078987"	2014-10-17	"A/Pr Kristen Radford"	"NHMRC Project Grants"	"Standard Project Grant"	"A new approach to the design and evaluation of T cell vaccines for cancer and infectious disease."	"University of Queensland"	"QLD"	NA	132359	137359	112359	NA	NA	NA	382077	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"dendritic cell lineages"	"vaccine design"	"cytotoxic T lymphocyte (CTL) activation"	"immunotherapy"	"human-mouse chimeras"	"University"
"1079022"	2014-10-17	"Prof Michele Sterling"	"Centre for Research Excellence"	"Centre for Research Excellence - Health Services Research"	"CRE in recovery following road traffic injuries"	"Griffith University"	"QLD"	NA	473350	561986	561986	486077	382439	NA	2465838	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"injury"	"allied health"	"primary care"	"mental health"	"motor vehicle accidents"	"University"
"1079058"	2014-10-17	"Dr Michael Hildebrand"	"NHMRC Project Grants"	"Standard Project Grant"	"Exploring Somatic Mutation in Focal Epilepsies"	"University of Melbourne"	"VIC"	NA	168164	288164	228164	NA	NA	NA	684492	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"epilepsy"	"genetics"	"neurogenetics"	"seizures"	"twins"	"University"
"1079078"	2014-10-17	"Prof Kim Bennell"	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical Research"	"Centre of Research Excellence in Translation of Research into Improved OUtcomes in Musculoskeletal Pain & Health (CRE TRIUMPH)"	"University of Melbourne"	"VIC"	NA	462155	514200	627031	484398	412216	NA	2500000	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"osteoarthritis"	"back pain"	"primary care"	"translational research"	"allied health"	"University"
"1079086"	2014-10-17	"Prof Suresh Mahalingam"	"NHMRC Project Grants"	"Standard Project Grant"	"Arbovirus activation and modulation of NLRP3 inflammasome"	"Griffith University"	"QLD"	NA	212825	222825	212825	103913	NA	NA	752387.5	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"Ross River virus"	"dengue virus"	"arbovirus"	"viral disease"	"innate immunity"	"University"
"1079089"	2014-10-17	"Dr Louise Owen"	"NHMRC Project Grants"	"Standard Project Grant"	"Optimising Early Respiratory Support for Preterm Infants: The HIPSTER Trial"	"Murdoch Childrens Research Institute"	"VIC"	NA	264786	254656	157036	NA	NA	NA	676478.14	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"neonatal respiratory distress syndrome"	"neonatal intensive care (NICU)"	"neonatal survival"	"neonatology"	"premature infant"	"MRI"
"1079102"	2014-10-17	"Prof John Hopper"	"Centre for Research Excellence"	"Centre for Research Excellence - Population Health Research"	"Australian Centre of Excellence in Twin Research"	"University of Melbourne"	"VIC"	NA	495072	495072	495072	495072	495073	NA	2475361	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"twin studies"	"longitudinal cohort study"	"epigenetics"	"disease susceptibility"	"lifestyle"	"University"
"1079148"	2014-10-17	"A/Pr Sharon Goldfeld"	"NHMRC Project Grants"	"Standard Project Grant"	"Can home-visiting improve early school entry outcomes?: Following the right@home randomised trial to age 5 years"	"Murdoch Childrens Research Institute"	"VIC"	NA	131646	489199	390102	464029	473348	NA	1948322.9	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Community Child Health"	"randomised controlled trial (RCT)"	"risk factors"	"community child health"	"cost-effectiveness"	"translational research"	"MRI"
"1079150"	2014-10-17	"Prof Sarah Robertson"	"NHMRC Project Grants"	"Standard Project Grant"	"Inflammatory cytokines as causal agents in peri-conception programming of offspring health"	"University of Adelaide"	"SA"	NA	195092	205092	185092	NA	NA	NA	585276	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"embryo development"	"cytokines"	"reproductive biology"	"uterus"	"metabolic syndrome"	"University"
"1079157"	2014-10-17	"A/Pr Greig De Zubicaray"	"NHMRC Project Grants"	"Standard Project Grant"	"A prospective study of language impairment and recovery following surgery for brain tumours"	"University of Queensland"	"QLD"	NA	117189	173369	186369	173369	173369	NA	823663	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"brain tumours"	"aphasia"	"cancer follow-up"	"cancer sequelae"	"brain imaging"	"University"
"1079158"	2014-10-17	"Dr Benjamin Hogan"	"NHMRC Project Grants"	"Standard Project Grant"	"A critical new signaling axis in lymphatic vascular angiogenesis"	"University of Queensland"	"QLD"	NA	224615	229615	224615	NA	NA	NA	678845.75	"Basic Science"	"GENETICS"	"Developmental Genetics (incl. Sex Determination)"	"zebrafish"	"lymphangiogenesis"	"vascular development"	"cell biology"	"vascular biology"	"University"
"1079160"	2014-10-17	"Dr Mark Graham"	"NHMRC Project Grants"	"Standard Project Grant"	"Phosphatase regulators mediate long-term changes in presynaptic terminals"	"Children's Medical Research Institute"	"NSW"	NA	189566	189566	189566	189566	184566	NA	942828.25	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Neurochemistry"	"phosphatase"	"exocytosis"	"phosphoprotein"	"phosphorylation"	"proteomics"	"University"
"1079179"	2014-10-17	"A/Pr Dominique Cadilhac"	"NHMRC Project Grants"	"Standard Project Grant"	"Determining the cost-effectiveness of a novel Australian Stroke Telemedicine program: CAST study"	"Monash University"	"VIC"	NA	104325	89853	99853	106561	74853	NA	475445.5	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"stroke"	"telemedicine"	"economic evaluation"	"hospitals"	"health care delivery"	"University"
"1079180"	2014-10-17	"A/Pr Philip Stevenson"	"NHMRC Project Grants"	"Standard Project Grant"	"Protection against Herpesvirus super-infection"	"University of Queensland"	"QLD"	NA	198164	198164	193164	NA	NA	NA	589492	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"herpes"	"chronic infection"	"immune surveillance"	"olfactory epithelium"	"macrophages"	"University"
