"APP ID"	"Date Announced"	"Notes"	"APP YEAR"	"FUNDING TYPE"	"FUNDING SUB TYPE"	"SCIENTIFIC TITLE"	"SIMPLIFIED TITLE"	"CIA"	"APP ADMIN INSTITUTION"	"STATE"	"Start Year"	"Final Budget - Rounded"	"Funding Source"	"MAIN FUNDING GROUP"	"SECTOR"	"BROAD RESEARCH AREA"	"FOR CATEGORY"	"FIELD OF RESEARCH"	"RESEARCH KW 1"	"RESEARCH KW 2"	"RESEARCH KW 3"	"RESEARCH KW 4"	"RESEARCH KW 5"	"HEALTH KW 1"	"HEALTH KW 2"	"HEALTH KW 3"	"HEALTH KW 4"	"HEALTH KW 5"	"MEDIA SUMMARY"
1061647	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Elucidating crosstalk between RhoGTPases and polarity proteins: the interface between morphology, immune function and cancer."	"Spatial control of signalling in immunity and cancer."	"Prof Sarah Russell"	"Swinburne University of Technology"	"VIC"	2014	606894	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Signal Transduction"	"signal transduction"	"trafficking"	"GTPase"	"cancer cell biology"	"immune function"	NA	NA	NA	NA	NA	"Major breakthroughs in cancer and autoimmunity require understanding the molecular basis of by which cell behaviour is controlled. We now know the key molecular players, but still need to determine how they interact within the cell to develop the best treatments and diagnostics. Recent breakthroughs now enable us to “watch” molecular interactions within the cell. We will use these approaches to determine how a key molecular switch is regulated in immune cells and cancer cells."
1061681	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Characterising latent HIV reservoirs: examining the effects of treatment initiation, cellular type and patient genetics."	"Understanding the role of treatment timing cells and human genetics to explain why HIV drugs do not cure HIV."	"A/Pr Sarah Palmer"	"University of Sydney"	"NSW"	2014	873416	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"human immunodeficiency virus (HIV)"	"clinical research"	"virus pathogenesis"	"treatment strategies"	"molecular virology"	NA	NA	NA	NA	NA	"Conducted by a globally-renown team of HIV scientists and physicians, this clinically-relevant study makes a significant contribution to the emerging field of HIV eradication and cure. Accessing diverse and unique sample sets from HIV patients and applying innovative, ultra-sensitive genetic measurement techniques, the study definitively identifies the bodily reservoirs harbouring persistent HIV so they can be targeted by new therapies, a crucial step for efforts aimed at HIV eradication."
1061687	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Signalosomes and compartmentalisation in cellular homeostasis and disease"	"Receptor signalling platforms in health and disease"	"Dr Michelle Halls"	"Monash University"	"VIC"	2014	404884	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Pharmacology and Pharmaceutical Sciences not elsewhere classified"	"G protein-coupled receptors"	"cyclic AMP"	"signalling pathways"	"protein complexes"	"molecular pharmacology"	NA	NA	NA	NA	NA	"G protein-coupled receptors are specialised proteins on the surface of cells. They are the targets of 30% of currently available pharmaceuticals. This proposal will examine exciting and novel properties of these proteins that only occur following their assembly into specialised networks in cells. The use of cutting-edge technology will allow us to understand the role of these networks in many diseases. The new information will expand our current knowledge, and facilitate targeted drug design."
1061704	2013-10-23	NA	2013	"NHMRC Research Fellowships"	"Research Fellowship"	"Improving the outcomes of mothers and babies through nutritional interventions"	"Improving the outcomes of mothers and babies through nutritional interventions"	"Prof Maria Makrides"	"University of Adelaide"	"SA"	2014	727610	"NHMRC MREA"	"People Support"	"University"	"Public Health"	"NUTRITION AND DIETICS"	"Public Nutrition Intervention"	"infant nutrition"	"maternal nutrition"	"randomised controlled trial (RCT)"	"dietary fatty acids"	"child health"	"docosahexaenoic acids"	NA	NA	NA	NA	"Dr Makrides will undertake extensive investigations to determine optimal levels of a range of nutrients in the diet of pregnant women and preterm and term babies. The period from conception until 2 years after birth, the ‘first 1,000 days’, is designated by the World Health Organisation as the “window of opportunity” that is critical to ensuring a healthy start to life which in turn leads to improved long term health of the population."
1061705	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Fear relapse: neural substrates underlying its inhibition and prevention"	"Treatment of relapse in anxiety disorders: an animal model"	"Prof Reginald Westbrook"	"University of New South Wales"	"NSW"	2014	423428	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"anxiety disorders"	"fear"	"extinction"	"amygdala"	"relapse"	NA	NA	NA	NA	NA	"Exposure-based therapies are effective for anxiety disorders such as post traumatic stress, but two challenges remain: 1) patients that have learned to inhibit their fear are likely to relapse, requiring further therapy; 2) many drop out of therapy since it is aversive and anxiety provoking. We use an animal model to: 1) identify the neural substrates underlying fear inhibition; and 2) determine the conditions that prevent relapse and encourage participation in treatment."
1061712	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The central role of Connective Tissue Growth Factor in remodelling of asthmatic airways"	"The role of CTGF in remodelling in asthma"	"A/Pr Janette Burgess"	"University of Sydney"	"NSW"	2014	660757	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Respiratory Diseases"	"angiogenesis"	"airway remodelling"	"asthma"	"airway smooth muscle"	"vascular endothelial growth factor (VEGF)"	"airway vessels"	NA	NA	NA	NA	"In the asthmatic airway an increase in the number of blood vessels can affect an asthmatic's ability to breathe.  We have recently found that growth factors which can promote vessel growth are increased in the airways of asthmatics.  We want to understand how these growth factors act together to possibly control the blood vessels and how their behaviour is different in the asthmatic airways compared to the nonasthmatic airways."
1061713	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Seeding success: identifying factors that contribute to positive early childhood health and development in Aboriginal children"	"Seeding success: identifying factors that contribute to positive early childhood health and development in Aboriginal children"	"Prof Louisa Jorm"	"University of Western Sydney"	"NSW"	2014	672081	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"Aboriginal child"	"child development"	"child health"	"health inequalities"	"data linkage"	"cohort study"	"program evaluation"	NA	NA	"This study will identify the key drivers of positive early childhood health and development in Aboriginal children, and the features of local communities and early childhood service provision that make a tangible difference, using a large population-based cohort of children in NSW. We will apply novel methods for using linked population data that can be used to inform program planning and evaluation nationally, and will advance theory, research and practice to \"seed success\" for Aboriginal children."
1061752	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"A new mouse model that determines the effects of a unilateral vestibular prosthesis on vestibular plasticity."	"A way to test how the balance system works with a balance implant."	"Dr Americo Migliaccio"	"University of New South Wales"	"NSW"	2014	441174	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Sensory Systems"	"vestibular compensation"	"vestibular system"	"adaptation"	"prosthesis"	"basic science"	NA	NA	NA	NA	NA	"Much like a cochlear implant restores auditory function, a vestibular prosthesis restores balance function. It is not clear whether the limited results from vestibular prostheses is due the device not stimulating one component (the otoliths) of the vestibular system essential for self-repair. We will test mutant mice that lack otoliths to determine the importance of stimulating the otoliths in restoring function. This work will shape the future direction of prosthesis development."
1061757	2013-10-23	NA	2013	"Career Development Fellowships"	"Clinical CDF"	"Refining treatment strategies for youth depression: clinical trials and biomarker development"	"Refining treatment strategies for youth depression"	"Dr Christopher Davey"	"University of Melbourne"	"VIC"	2014	283419	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"depression"	"youth"	"adolescence"	"antidepressant therapy"	"cognitive behaviour therapy"	"magnetic resonance imaging (MRI)"	NA	NA	NA	NA	"Depression is the biggest contributor to disease burden of all illnesses suffered by young people. Despite this existing treatments are often not effective. The Career Development Fellowship will aid efforts to improve treatments for youth depression, by enabling the implementation of important clinical trials, and the identification and development of imaging biomarkers that can help to target treatments at patients most likely to benefit from them."
1061761	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Lipophilic iron chelators as potential therapeutic agents in Parkinson's disease"	"Agents targeting iron in the brain in Parkinson's disease"	"A/Pr Rachel Codd"	"University of Sydney"	"NSW"	2014	596226	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"Parkinson disease"	"drug design"	"iron chelators"	"medicinal chemistry"	"movement disorders"	NA	NA	NA	NA	NA	"The impaired coordination and tremors experienced by the 64,000 Australians with Parkinson’s disease make managing life at work and home difficult. With 240,000 Australians projected to be living with Parkinson’s disease by 2033, the discovery of agents that slow or stop disease progression is urgent. Iron in the brain has been implicated in Parkinson’s disease. In this project, the performance of new low toxicity agents in altering brain iron distribution will be studied as potential drugs for Parkinson’s disease."
1061767	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The validation of a culturally-specific measure to identify depression in Aboriginal and Torres Strait Islander people with or without chronic disease"	"Improving the identification of depression in Aboriginal and Torres Strait Islander people"	"A/Pr Maree Hackett"	"University of Sydney"	"NSW"	2014	641456	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal mental health"	"depressive disorder"	"chronic diseases"	"population screening"	"psychometrics"	NA	NA	NA	NA	NA	"The project aims to determine whether a short, free-to-use, questionnaire about depression that has been adapted for use with Aboriginal and Torres Strait Islander people, accurately identifies depression in this population. Specifically we aim to test whether this measure is suitable for use in primary care settings with Aboriginal and Torres Strait Islander people with or without chronic disease."
1061772	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"A Computerised Treatment Planning System for Synchrotron Radiotherapy Trials at the Australian Synchrotron’s Imaging & Medical Beamline."	"A Treatment Planning System to Enable Clinical Trials of Synchrotron Radiotherapy"	"Dr Jeffrey Crosbie"	"University of Melbourne"	"VIC"	2014	624538	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Radiation Therapy"	"cancer"	"radiation therapy"	"treatment planning"	"dosimetry"	"medical physics"	"radiation biology"	NA	NA	NA	NA	"Microbeam Radiotherapy (MRT) using synchrotron-generated X-rays has shown tremendous promise in pre-clinical trials in tumour-bearing rodents, with remarkable sparing of normal tissue.  Synchrotron MRT has the potential to radically alter the way radiotherapy is performed for human cancers.  Every radiotherapy patient undergoes some form of computerised treatment planning before their treatment starts.  We aim to test and implement a synchrotron Treatment Planning System, as an essential step in realising synchrotron radiotherapy trials."
