"APP ID"	"Date Announced"	"CIA_Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1119275	2016-10-27	"Prof Shyamali Dharmage"	"Research Fellowships"	"Research Fellowship"	"Allergy and Lung Health"	"University of Melbourne"	"VIC"	"University"	"2017"	"2021"	631370	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"asthma"	"chronic obstructive pulmonary disease (COPD)"	"allergy"	"longitudinal cohort study"	"risk factors"	"My research focuses on allergies and chronic respiratory disease in children, teenagers and adults. My goal is to identify the factors, which cause these conditions and also the factors, which can stop these conditions from getting worse. I will work with health professionals and the community to make sure the results of my research are used by doctors to improve the care of people with allergies and chronic respiratory diseases."
1119298	2016-10-27	"Prof Mariapia Degli-Esposti"	"Research Fellowships"	"Research Fellowship"	"Research Fellowship: Immunoregulation and immunity to viral infection"	"University of Western Australia"	"WA"	"University"	"2017"	"2021"	763845	"Basic Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	"viral immunity"	"autoimmunity"	"bone marrow transplantation"	"viral persistence"	"eye disease"	"Award of this fellowship will ensure the continuation of a highly productive research program that over the last 15 years has made numerous seminal contributions to understanding the immune responses generated during viral infection. This multidisciplinary, highly collaborative program seeks to use this knowledge to develop effective therapies, both cellular and gene therapy-based, to treat viral infections and their complications by harnessing the immune system."
1119339	2016-10-27	"Prof Donna Cross"	"Research Fellowships"	"Research Fellowship"	"Innovative school-based interventions to improve mental health and the social and emotional development of Australian children"	"University of Western Australia"	"WA"	"University"	"2017"	"2021"	763845	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"mental health promotion"	"behaviour change"	"school-based intervention"	"education"	"adolescent health"	"I am a Professor in the Faculty of Medicine, Dentistry and Health Sciences, University of Western Australia and the Telethon Kids Institute. My research develops and delivers interventions that improve the quality of life, health, education, safety and social justice outcomes for Australian children. My work is particularly focused on ways to reduce harms from bullying and cyberbullying among children and adolescents."
1119443	2016-10-27	"Prof Stephen Jan"	"Research Fellowships"	"Research Fellowship"	"Addressing the health and economic burden of chronic conditions"	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	838845	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"health economics"	"health systems"	"developing countries"	"chronic diseases"	"poverty"	"I have established a successful program of health economics and health systems research at the George Institute.  Over the next 5 years, I will expand this work to evaluate health financing reforms in Australia and the Asia-Pacific, and develop new evaluation methods. My research will tackle problems with the greatest disease burden worldwide and in populations with the greatest social disadvantages. It will have immediate policy relevance and involve training in a field with skills shortages."
1120615	2016-10-27	"Prof Linda Richards"	"Research Fellowships"	"Research Fellowship"	"Normal and abnormal development of brain wiring and its impact on brain function"	"University of Queensland"	"QLD"	"University"	"2017"	"2021"	763845	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"brain development"	"brain disorders"	"axon guidance"	"molecular neuroscience"	"intellectual disability"	"My laboratory is striving to understand how the patterns of neuronal connections form in the developing brain and how these underpin the functions of the brain throughout life. We use high-field magnetic resonance imaging to measure brain wiring and we investigate the genetic and environmental mechanisms causing developmental brain disorders that result in intellectual disability, autism, epilepsy and some mental illnesses."
1121008	2016-10-27	"Prof John Simes"	"Research Fellowships"	"Research Fellowship"	"Translating Clinical Trials Research"	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	863910	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"clinical trial"	"oncology"	"epidemiological research methods"	"translational research"	"cancer chemotherapy"	"Prof. Simes will lead and develop research at the NHMRC Clinical Trials Centre in collaboration with major national and international cooperative groups. Research themes include integrating molecular science with trial design and embedding research routinely in health care. Projects include surgery for rectal cancer; novel targeted therapy in gastric cancer; aspirin to prevent colon cancer; placental transfusion for preterm babies; risk in heart disease; economic assessment of clinical trials."
1121110	2016-10-27	"Prof Kirsten McCaffery"	"Research Fellowships"	"Research Fellowship"	"Using healthcare wisely: psychosocial interventions to reduce unnecessary testing and treatment"	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	763845	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"psychosocial"	"intervention"	"communication"	"health service decision making"	"health services research"	"Overuse of healthcare (use of unnecessary tests and treatments) is harming patients and diverting scarce health resources from where they are most needed. Effective communication of the problem to the public, patients, clinicians and policymakers is a prerequisite for behaviour change. This fellowship will develop a suite of communication-based interventions to reduce overuse and build a multidisciplinary workforce of researchers to address this urgent problem facing health systems globally."
1121474	2016-10-27	"A/Pr Murray Cairns"	"Research Fellowships"	"Research Fellowship"	"Personalised genomics in precision medicine of psychotic illness"	"University of New South Wales"	"NSW"	"University"	"2017"	"2021"	631370	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Systems Biology"	"mental health"	"schizophrenia and related disorders"	"DNA sequencing"	"systems biology"	"gene expression"	"This research program will utilise recent developments in genomic technology to make detailed high-resolution genetic maps of individuals with psychotic illness. Where conventional gene discovery approaches focus on differences at the population level this program will integrate the variation within individuals to determine the network architecture. This will be used to generate genetic profiles for personalised medicine and provide the basis for treatments that are tailored to individuals."
1121630	2016-10-27	"Prof Phyllis Butow"	"Research Fellowships"	"Research Fellowship"	"Supportive care and patient empowerment in the cancer context."	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	863910	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"psycho-oncology"	"doctor-patient interaction"	"patient outcomes"	"mental health"	"health services research"	"This Senior Principal Research Fellowship will develop and evaluate system-wide interventions to improve psychosocial outcomes of Australians diagnosed with cancer, including Chinese-speaking immigrants; identify long-term challenges for cancer survivors; explore the impact of having multiple gene testing; and evaluate interventions to empower patients to make informed choices regarding cancer treatment."
1121755	2016-10-27	"Dr Jeffrey Babon"	"Research Fellowships"	"Research Fellowship"	"Cytokine Signalling in Health and Disease"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2021"	697605	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"cytokine signalling"	"JAK/STAT pathway"	"structural biology"	"biochemistry"	"leukaemia"	"The blood system is made up of different types of blood cells (red cells, white cells, platelets etc). The correct number of each type of cell is controlled by chemical messengers called cytokines. Because overactive cytokine signalling can lead to inflammatory disease and leukemia it is tightly controlled by the other molecules in the body. This project aims to determine the exact mechanism whereby this is achieved with the aim of developing therapies to treat inflammatory disease and leukemia."
1121844	2016-10-27	"Prof Gita Mishra"	"Research Fellowships"	"Research Fellowship"	"Leveraging women’s health data resources to reduce chronic disease risk and extend healthspan"	"University of Queensland"	"QLD"	"University"	"2017"	"2021"	763845	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"women's health"	"reproductive health"	"female menopause"	"chronic diseases"	"maternal and child health"	"Chronic diseases, such as osteoporosis and asthma, pose serious risks for Australian women. Reproductive health is central to women’s use of health services across life and is linked with the risk of chronic diseases. This research will build on two decades of linked data in Australia’s leading study of women’s health. It aims to guide development of women’s use of reproductive and maternal health services as an opportunity to prevent chronic diseases and improve long-term health."
