"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1146253	2017-10-11	"Dr David Yeung"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Optimising Outcomes in Chronic Myeloid Leukaemia Through Rational Drug Selection Using Predictive Assay Results and Maximising Treatment Free Remissions"	"South Australian Health and Medical Research Institute (SAHMRI)"	"SA"	"Research"	2018	2021	191476	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"chronic myeloid leukaemia (CML)"	"minimal residual disease"	"clinical trial"	"side-effects"	"leukaemia"	"Although outcomes in chronic myeloid leukaemia are generally excellent, a number of important questions remain. In this grant, we propose to i) personalise the selection of frontline treatment for newly diagnosed patients, using biomarkers which can predict treatment response; ii) improve the probability of cure in patients aiming to stop their treatment, and iii) use ultra-sensitive molecular tests for disease detection to predict risk of disease relapse."
1146314	2017-10-11	"Ms Maria Jelinic"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"B cell activation generates antibodies to promote vascular and renal inflammation, remodelling and dysfunction in hypertension"	"La Trobe University"	"VIC"	"University"	2018	2021	322952	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Clinical Pharmacology and Therapeutics"	"hypertension"	"vascular remodelling"	"endothelial dysfunction"	"renal damage"	"B cells"	"Hypertension is a major contributor to chronic cardiovascular and renal diseases, with recent literature suggesting the pathogenesis is similar to that of autoimmune diseases. This fellowship will enhance the current understanding of the pathogenesis of hypertension and the associated inflammation of the kidneys and vasculature. It will also assess the therapeutic potential of drugs that dampen the immune response in several animal models of hypertension."
1146380	2017-10-11	"Dr Chinmay Marathe"	"Early Career Fellowships (Australia)"	"Australian Clinical Research ECF"	"Gastric counter-regulation of hypoglycaemia: studies in health and diabetes"	"University of Adelaide"	"SA"	"University"	2018	2021	352952	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"gastric emptying"	"gut hormones"	"hypoglycaemia"	"type 2 diabetes mellitus (non-insulin dependent diabetes mellitus)"	"Insulin injections are often needed to treat diabetes, but they can cause low blood sugar levels (hypoglycaemia), which are usually distressing, and sometimes fatal. The stomach is important in regulating blood sugar; in response to hypoglycaemia, it empties food much more rapidly, allowing carbohydrate to be absorbed faster to normalise blood sugar levels. The proposed studies will explore this important area, in order to develop better ways of preventing and treating hypoglycaemia."
1146809	2017-10-11	"Dr Ziad Nehme"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"The impact of a public awareness campaign on cardiac arrest prevention"	"Monash University"	"VIC"	"University"	2018	2021	161476	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"cardiac arrest"	"acute myocardial infarction (AMI)"	"emergency medical service"	"prevention"	"mass media"	"Out-of-hospital cardiac arrest (OHCA) is the most common cause of death from heart attacks. Although victims of OHCA typically experience hours of warning symptoms, the majority underestimate their significance and fail to take early action. This research explores whether a public awareness campaign can help to prevent OHCA by increasing public knowledge of the warning symptoms and the importance of accessing ambulance care. The findings will help shape the direction of future campaigns."
1147154	2017-10-11	"Dr Christos Venetis"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Improving the outcomes for mothers and babies after IVF using big data research"	"University of New South Wales"	"NSW"	"University"	2018	2021	306361.6	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics and Reproductive Medicine not elsewhere classified"	"in vitro fertilisation (IVF)"	"maternal health"	"fetal health"	"reproductive medicine"	"obstetrics"	"This Fellowship by using an array of modern and advanced research methods will evaluate whether IVF is safer and more effective by freezing embryos and transferring them in a subsequent menstrual cycle as compared to transferring the embryo in the same cycle where ovarian stimulation and egg collection have been performed. It will provide high quality evidence that will allow clinicians and patients to make informed choices regarding the safest IVF method for the health of mothers and babies."
1148540	2017-10-11	"Dr Kristina Petersen"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"A practical new method of measuring population salt intake"	"University of New South Wales"	"NSW"	"University"	2018	2021	322952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"sodium"	"meta-analysis"	"monitoring"	"population-based"	"urine"	"The World Health Organization has set a target for member countries to reduce salt intake by 30% by 2025. Key to this is measurement of population salt intake. Collection of 24-hour urine samples is the gold standard used to estimate salt intake but this method is burdensome. Collection of a single urine sample is an alternative method. This project will bring together all of the available data worldwide to assess the reliability of using a single urine sample to measure population salt intake."
1148952	2017-10-11	"Dr Arianne Sweeting"	"Early Career Fellowships (Australia)"	"Australian Clinical Research ECF"	"Early prediction of gestational diabetes"	"University of Sydney"	"NSW"	"University"	2018	2021	159180.8	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"gestational diabetes"	"screening"	"early pregnancy"	"intervention"	"obesity"	"Gestational diabetes (GDM) is a common complication of pregnancy with significant consequences. Early identification and lifestyle intervention can prevent GDM, but the best early screening test is unknown. Our primary aim is to validate our first trimester screening test for GDM in a large multi-ethnic cohort to accurately predict high-risk women and intervene early, preventing GDM onset and improving pregnancy outcomes, including long-term risk of obesity in the offspring."
1138701	2017-10-11	"Dr Elizabeth Bromfield"	"Early Career Fellowships (Overseas)"	"CJ Martin Biomedical ECF"	"Targeted disruption of lipoxygenase enzymes to prevent oxidative stress-mediated pathologies in the male germline"	"University of Newcastle"	"NSW"	"University"	2018	2021	412952	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"reproductive health"	"infertility"	"infertility therapy"	"sperm function"	"testis"	"An estimated 80 million individuals suffer from infertility globally with at least 50% of these cases due to defects in sperm function. Unfortunately, due to a severe lack of knowledge surrounding sperm biology and dysfunction, no successful curative or preventative measures have been established. My project will study why sperm cells die and investigate new ways to limit cellular stress so we can develop new therapeutic strategies to mitigate the growing problems in male reproductive health."
1139631	2017-10-11	"Dr Folarin Oluseye (Seye) Abimbola"	"Early Career Fellowships (Overseas)"	"Sidney Sax Public Health ECF"	"Towards evidence-based adoption and scale-up of \"cost-saving\" primary health care innovations"	"University of Sydney"	"NSW"	"University"	2018	2021	412952	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"health care evaluation"	"health care delivery"	"health economics"	"health systems"	"evaluation"	"What innovations like service integration, care coordination and information technology (e.g. text message reminders, remote video consultations, remote monitoring) have in common is that they alter the patient-provider interface, more reliably and consistently than improving clinical outcomes. So, to determine their true costs and benefits, how to select among them and how to scale them up, this research program will assess them based on measures of how they alter patient-provider transactions."
1139911	2017-10-11	"Dr Danika Hill"	"Early Career Fellowships (Overseas)"	"CJ Martin Biomedical ECF"	"Discovering molecular signatures of human T follicular helper cells and antibody producing B cells to improve vaccine efficacy and transplation outcomes"	"Monash University"	"VIC"	"University"	2018	2021	412952	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cell immunity"	"T cell immunity"	"germinal centre"	"vaccine efficacy"	"transplant rejection"	"A key way the body can fight off infections is to produce antibodies, a process that requires the coordinated efforts of multiple types of specialised immune cells. A more detailed understanding the factors that govern robust antibody responses is critically needed and will be investigated in this project in the context of vaccination and transplant rejection."
1140312	2017-10-11	"Dr Rachel Foong"	"Early Career Fellowships (Overseas)"	"CJ Martin Biomedical ECF"	"Examining the early origins of asthma and chronic respiratory disease"	"Curtin University of Technology"	"WA"	"University"	2018	2021	388952	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"asthma"	"lung function"	"environmental risk factors"	"environmental epidemiology"	"intervention study"	"Asthma is the most common chronic lung disease of childhood. Birth cohort studies show that early life environmental stressors may increase asthma risk. This study will examine the impact of multiple early-life stressors using a novel ‘exposome’ model in international birth cohort studies, to identify the most significant factors. This will allow for interventions in a planned Australian birth cohort study, leading to improved health for Australians."
