"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1159593	2018-12-12	"Dr Kyohei Nakamura"	"Project Grants"	"New Investigator Grant"	"Uncovering the molecular mechanisms of myeloma-associated inflammation and immunosuppression"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	519920	"Basic Science"	"Tumour Immunology"	"multiple myeloma"	"inflammatory cytokines"	"microenvironment"	"immunosuppression"	"therapeutic target"	"Multiple myeloma is a type of blood cancer. Despite recent advances in treatment, multiple myeloma remains incurable. We demonstrated that the myeloma-associated inflammation critically drives disease progression by generating an environment that limits anti-myeloma immune responses. This project aims to obtain an in-depth understanding of the vicious cycle between inflammation and immunosuppression in multiple myeloma, and to develop a new anti-myeloma therapy."
1159752	2018-12-12	"Dr Bart Eijkelkamp"	"Project Grants"	"New Investigator Grant"	"A molecular balancing act: understanding metal ion homeostasis in A. baumannii during infection"	"University of Adelaide"	"SA"	"University"	642521	"Basic Science"	"Medical Bacteriology"	"metals"	"nosocomial infections"	"functional genomics"	"mouse models"	"regulation"	"Bacteria display significant weakness during changes in the abundance of various heavy metals. To exploit this, the host alters the availability of zinc, copper and iron when the bacteria are detected during infection. This study will characterise these host metal fluxes and bacterium's ability to sense and respond to these changes. This will finally elucidate the important role of host-induced metal stress in bacterial clearance and how bacteria overcome this metal stress on a molecular level."
1159901	2018-12-12	"Dr Adrian Achuthan"	"Project Grants"	"New Investigator Grant"	"REBALANCING THE LEVELS OF CCL17 AND CCL22 TO IMPROVE RHEUMATOID ARTHRITIS"	"University of Melbourne"	"VIC"	"University"	651653	"Basic Science"	"Autoimmunity"	"inflammation"	"macrophages"	"monocytes"	"rheumatoid arthritis"	"synovial fluid"	"Rheumatoid arthritis is the inflammatory disease's severest form, leading to poor quality of life. This study will investigate the expression and function of two chemokines, CCL17 and CCL22, in the development of arthritis. Using arthritis mouse models and patient samples, I will provide new understanding, not only of how these chemokines are regulated, but also of their role in mediating effector functions. I will comprehensively evaluate their suitability as treatment targets."
1159902	2018-12-12	"Dr Amy McCart Reed"	"Project Grants"	"New Investigator Grant"	"Lobular Breast Cancer - can we identify the patients likely to have a poor prognosis?"	"University of Queensland"	"QLD"	"University"	397127	"Clinical Medicine and Science"	"Cancer Genetics"	"breast cancer"	"breast cancer diagnosis"	"genomics"	"cancer genetics"	"clinical research"	"Invasive lobular breast cancer is the second most common type of breast cancer and although patients respond well to treatment initially, they often return years later with an untreatable spread of disease. We are unable to predict which patients this will be. This study will investigate whether a new genetic test called ‘LobSig’ can identify which patients will do well, and be spared chemotherapy, while also identifying which patients would be better served by an aggressive treatment regime."
1159953	2018-12-12	"Dr Andrea Phillipou"	"Project Grants"	"New Investigator Grant"	"Establishing a biomarker for anorexia nervosa"	"Swinburne University of Technology"	"VIC"	"University"	662362	"Clinical Medicine and Science"	"Neurosciences not elsewhere classified"	"eye movements"	"anorexia nervosa"	"biomarkers"	"eating disorders"	"mental illness"	"A biological marker, or biomarker, for a condition helps identify those with an illness or at risk of developing one. A biomarker for the deadliest mental illness, anorexia nervosa, is not yet available but is greatly needed. Our recent research identified a promising biomarker for anorexia nervosa. The aim of this specific study is to assess this biomarker in detail to confirm its use in anorexia nervosa."
1159959	2018-12-12	"Dr Kirsty Short"	"Project Grants"	"New Investigator Grant"	"The role of glycaemic variability in influenza virus pathogenesis and immunity"	"University of Queensland"	"QLD"	"University"	551324.96	"Basic Science"	"Medical Virology"	"influenza"	"influenza virus"	"pathogenesis"	"infectious diseases"	"diabetes"	"People with diabetes are at risk of severe flu infections. However, the mechanisms that drive this susceptibility are incompletely understood. This project will investigate whether variable blood sugar levels in patients with diabetes increase the severity of the flu and impair the immune response by causing oxidative stress. In doing so, this project aims to identify if reducing oxidative stress will reduce the severity of the flu in patients with diabetes."
1160043	2018-12-12	"Dr Garron Dodd"	"Project Grants"	"New Investigator Grant"	"Insulin on the Brain: Determining how insulin signalling in the  brain coordinates glucose homeostasis"	"Monash University"	"VIC"	"University"	747518	"Basic Science"	"Central Nervous System"	"insulin sensitivity"	"insulin receptor"	"hypothalamus"	"metabolic disease"	"type 2 diabetes mellitus (non-insulin dependent diabetes mellitus)"	"Type 2 diabetes (T2D) results in 3.7 million deaths each year. T2D is characterised by impaired blood sugar control (glucose homeostasis) due to defective insulin signalling. Insulin is secreted after a meal by the pancreas to instruct the muscle/fat to uptake glucose from the blood. Insulin also signals to the brain but the significance of this remains unclear. We aim to determine where & how insulin is integrated into the brain and determine its contribution to glucose homeostasis and T2D."
1160046	2018-12-12	"Dr Pengfei Cai"	"Project Grants"	"New Investigator Grant"	"Developing optimal diagnostic tools for schistosomiasis: the public health implications for control and elimination"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	505189.5	"Basic Science"	"Medical Parasitology"	"parasitic disease"	"schistosomiasis"	"diagnosis"	"elisa"	"biomarkers"	"Schistosomiasis, one of the most socioeconomically devastating parasitic diseases, affects more than 200 million people worldwide. One major obstacle to controlling the disease is the lack of accurate and sensitive diagnostic tools. This project aims to develop affordable commercially viable kit(s) for accurate diagnosis of schistosomiasis, not only in Asia, but also in Africa. With such cost-effective, specific and sensitive tools, eradication of schistosomiasis can become a realistic prospect."
1160065	2018-12-12	"Dr Romana Stark"	"Project Grants"	"New Investigator Grant"	"How does the brain sense low glucose levels and switch on corrective actions?"	"Monash University"	"VIC"	"University"	570887.7	"Basic Science"	"Metabolic Medicine"	"diabetes mellitus"	"hypoglycaemia"	"glucose homeostasis"	"hypothalamus"	"hormone action"	"The body needs to react if blood sugar levels become abnormally low in order to prevent harmful life-threatening consequences. While hormonal cues from the periphery inform the brain about blood sugar levels, the brain is the main player to initiate counterregulation. The neuronal circuit how the brain senses glucose and initiates regulatory responses is unknown and will be the topic of this proposal."
1160373	2018-12-12	"Dr Ruth Peters"	"Project Grants"	"New Investigator Grant"	"Life-course blood pressure and cognition study (LCBP-COG)"	"University of New South Wales"	"NSW"	"University"	312032.1	"Public Health"	"Epidemiology"	"dementia"	"cognitive function"	"blood pressure"	"comorbidity"	"ageing"	"The risk of developing problems with thinking skills such as memory (also known as cognitive skills) is higher in people who have high blood pressure. We know that changes start in the brain many years before poor cognitive skills are seen on the outside. We also know that people who get high blood pressure are not likely to lose it again. We have drugs that can lower blood pressure but we do not know what level is best for the brain and for how long. Our research will answer this question."
