Year,Name,"Award Category",Award,"Higher Education Institution","Partner (where applicable)",Discipline,"Project Title","ORCID ID"
2012,"Sarah O'Loughlin Irwin","Early Career",EMBARK,"National University of Ireland, Galway",,STEM,"An Integrated Approach to Conserving Annex I Habitats in the Burren, Co. Clare",
2012,"Sean Jordan","Early Career",EMBARK,"Dublin City University",,STEM,"Microbial Composition and Chemical Characteristics of Organic Matter Present Under Extreme Conditions in Sediment from the South Pacific Gyre",
2012,"Sean Mulligan","Early Career",EMBARK,"Institute of Technology, Sligo",,STEM,"Investigation of Tangential Velocity Vectors in Free Water Vortices as Applied to Hydroelectric Energy Extraction",
2012,"Sean O'Farrell","Early Career",EMBARK,"University College Dublin",,STEM,"Proteomic Pathways affected by Successful Restoration of Vision with Histone Deacetylase Inhibitors",
2012,"Shaun Harrigan","Early Career",EMBARK,"Maynooth University",,STEM,"Establishing Seasonal Forecasts of River Flow through Advanced Understanding of Hydro-Climate Links",
2012,"Sheila Nolan","Early Career",EMBARK,"University College Dublin",,AHSS,"Modelling of Demand Side Ancillary Service Provision",
2012,"Shekhar Kadam","Early Career",EMBARK,"University College Dublin",,STEM,"Ultrasound Assisted Extraction Of Bioactives From Irish Seaweed and their Incorporation in Cereal Food Products",
2012,"Shirley Ross","Early Career",EMBARK,"Munster Technological University",,Epidemiology,"Novel Detection and Epidemiological Analysis of Verotoxigenic E Coli from Patients with Acute Gastroenteritis: A Prospective Study Aiming To Reduce the Burden of Infection in Ireland",
2012,"Siamak Eqtesadi","Early Career",EMBARK,"Dublin City University",,STEM,"Production and Characterisation of Ti-Alloys with Non-Toxic Elements such as Zirconium, Niobium and Tantalum for Next Generation Lifelong Orthopaedic Implants",
2012,"Sidratul Choudhury","Early Career",EMBARK,"Dublin City University",,STEM,"Development of Novel Metal Oxide Materials for Application in Multi-Dimensional Chromatographic Separation of Phosphoproteins",
2012,"Simona Paolacci","Early Career",EMBARK,"University College Cork",,STEM,"A Study of the Invasiveness of the Alien Aquatic Plant Lemna Minuta",
2012,"Sinead Holden","Early Career",EMBARK,"University College Dublin",,STEM,"Neuromechanical Maturation Profiles of Male and Female Adolescent Athletes: Implications for Knee Joint Injury Research",
2012,"Sinead Lydon","Early Career",EMBARK,"National University of Ireland, Galway",,STEM,"An Investigation of Physiological Arousal in Children with Autism and Co-Morbid Challenging Behaviour",
2012,"Sinead Morley","Early Career",EMBARK,"University of Limerick",,"Cancer Research","The Development of a Numerical Model to Predict the Mass Transport of Species into Cancerous Tissues",
2012,"Sive Finlay","Early Career",EMBARK,"Trinity College Dublin",,STEM,"Adaptation in Malagasy Tenrecs: An Intriguing Story of Convergent Evolution",
2012,"Sophia Karok","Early Career",EMBARK,"Trinity College Dublin",,STEM,"The Influence of Neurostimulation on Movement Lateralization during Object Manipulation",
2012,"Stephen Dolan","Early Career",EMBARK,"Maynooth University",,STEM,"A Chemoenzymatic Approach to Multivalent Vaccine Formulation",
2012,"Stephen Duggan","Early Career",EMBARK,"University College Cork",,STEM,"Characterization of Novel Presenilin Ubiquitin-Binding CUE Domains",
2012,"Stephen Yates","Early Career",EMBARK,"Trinity College Dublin",,STEM,"Natural Convection from a Cluster of Heated Horizontal Cylinders",
2012,"Steven Newstead","Early Career",EMBARK,"Galway-Mayo Institute of Technology",,STEM,"Atlantic Salmon in the Pelagic Ecosystem; Understanding Biological and Environmental Drivers of Change",
2012,"Susanne Sch”ttler","Early Career",EMBARK,"Trinity College Dublin",,STEM,"Flagellar Attachment in Trypanosoma Brucei",
2012,"Suzanne McMahon","Early Career",EMBARK,"Dublin City University",,STEM,"Sweet CO-Releasing Molecules",
2012,"Sylvester Eigbogba","Early Career",EMBARK,"University College Dublin",,STEM,"Middleware for Wireless Sensor Networks",
2012,"Tara Kelly","Early Career",EMBARK,"Trinity College Dublin",,STEM,"Investigation of The Impact of Dissolved Organic Matter (DOM) Linked to Submarine Groundwater Discharge (SGD) on Coastal Ecosystems",
2012,"Tatsiana Mikulchyk","Early Career",EMBARK,"Technological University Dublin",,STEM,"Investigation of Irreversible Changes in the Properties of Photopolymer Holograms in Response to Changes in the Environmental Conditions",
2012,"Teresa Tierney","Early Career",EMBARK,"University of Limerick",,STEM,"The Influence of Molecular Interactions on Crystal Growth",
2012,"Therese Lynn","Early Career",EMBARK,"Maynooth University",,"Cancer Research","The Role of BMP Signalling in Lung Cancer",
2012,"Thomas Flannelly","Early Career",EMBARK,"University of Limerick",,STEM,"An Investigation of Novel Pre-Treatments of Lignocellulosic Biomass for Second Generation Biofuels",
2012,"Timothy Cronin","Early Career",EMBARK,"University College Cork",,STEM,"Wearable Radar Sensor for Vital Signs Monitoring",
2012,"Tony O'Hara","Early Career",EMBARK,"Technological University Dublin",,STEM,"Bioelectrode Array for High Throughput Drug Molecule Cytotoxicity Analysis",
2012,"Annicka Wann ","Early Career","Employment-Based Programme","University College Cork","Malachy Walsh and Co. Ltd..",STEM,"Is a 100% Renweable Energy-System Feasible for the South-West Region of Ireland",
2012,"Aoife Doyle","Early Career","Employment-Based Programme","Technological University Dublin","Future Analytics",STEM,"Towards an Integrated Approach to Urban Resilience Enhancement",
2012,"Aurelie Demont","Early Career","Employment-Based Programme","Dublin City University","The National Institute of Bioprocess Research and Training",STEM,"The Development of Methods for the Production of Microcapsules containing Animal Cells",
2012,"Charlene Connolly","Early Career","Employment-Based Programme","Technological University Dublin","Monaghan Mushrooms Ltd.",STEM,"The Flavour Chemistry of Selected Edible Mushrooms Species and their Sensory Perception",
2012,"Conall Holohan","Early Career","Employment-Based Programme","National University of Ireland, Galway","Nucleus VP Energy",STEM,"New anaerobic biogas and fermentation technologies for organic waste conversion to highvalue product",
2012,"Daire O'Donnell ","Early Career","Employment-Based Programme","Technological University Dublin","Sigmoid Pharma Ltd.",STEM,"Oral Drug Delivery Product Development and Optimisation through State of the Art Spectoscopy Techniques",
2012,"Daryl Gunning ","Early Career","Employment-Based Programme","University College Cork","Daithi OMurchu Marine Research Station",STEM,"The Ecological and Economical Contributio of the Detritivore Component in Novel Marine IMTA Systems",
2012,"David Newell ","Early Career","Employment-Based Programme","National University of Ireland, Galway","SolarPrint Ltd.",STEM,"Power Conversion and Energy Management for DSSC Powered Wireless Sensors",
2012,"David Stack","Early Career","Employment-Based Programme","University of Limerick",ZMDI,STEM,"High Speed Instrumentation Amplifier Designs used in Current Sense Circuits",
2012,"Derek Whelan","Early Career","Employment-Based Programme","Technological University Dublin","Kildare Fire Service",AHSS," Optimising Leadership Potential in the Irish Fire Services during Profound Fiscal and Organisational",
2012,"Ekaterina Hutchinson ","Early Career","Employment-Based Programme","National University of Ireland, Galway","Biomnis Ireland",STEM,"Source of New Diagnostic Techniques for Asthma in Ireland",
2012,"Emma Morrissey ","Early Career","Employment-Based Programme","University College Dublin","Inland Fisheries Ireland",STEM,"Endangered Fish Species in Irish Lakes: The Development of Novel Sampling Protocols for Ecological and Conservation Status Assessment",
2012,"Fearghus Ó Conchúir","Early Career","Employment-Based Programme","Maynooth University","Project Arts Centre",AHSS,"The Artist-Citizen: Choreographing the National Brand",
2012,"Frank O'Connor","Early Career","Employment-Based Programme","University College Cork","ServusNet Informatics",STEM,"A Knowledge Based Approach to Calculating Turbine Availability for Large Sets of Windfarm Data",
2012,"Gerry Murphy","Early Career","Employment-Based Programme","University College Dublin","Gavin and Doherty Geosolutions Ltd. (GDG)",STEM,"Developing a Numerical Design Framework for Hybrid Foundation Systems using Prototype Scale Experime",
2012,"John O'Donnell","Early Career","Employment-Based Programme","University of Limerick","Analog Devices International",STEM,"A Digitally Assisted Analog Front End for Reflectance Spectrophotometry in Biomedical Applications",
2012,"Kate O'Hara ","Early Career","Employment-Based Programme","Technological University Dublin","Irish Penal Reform Trust",AHSS,"Community Service Orders versus Short Custodial Sentences: Examining Risk, Reconviction and Need",
2012,"Liam McNamara","Early Career","Employment-Based Programme","University of Limerick","Eli Lilly",STEM,"Characterisation of the Fundamental Function(s) of Serum in the Culture of NS0 Cells",
2012,"Liam Stack","Early Career","Employment-Based Programme","University College Dublin",Glanbia,STEM,"An Analysis of the Causes and Costs Associated with Low Butterfat Levels in Pasture Fed Dairy Cows",
2012,"Ligia Bre","Early Career","Employment-Based Programme","University College Dublin","Boston Scientific",STEM,"Anti-Fouling of Bioprosthetic Heart Valves to Inhit Tissue Calcification",
2012,"Linda Connor ","Early Career","Employment-Based Programme","National University of Ireland, Galway","Advance Science",STEM,"Developmetnt of Fish Mucin Microarrays to Develop Novel Strategies for Infection Control in Fish",
2012,"Lynda Weekes","Early Career","Employment-Based Programme","University College Dublin","Compass Informatics",STEM,"Development of an Aquatic Vegetation Classification System and Monitoring Protocol for Irish Rivers",
2012,"Maria Deseada Pascual","Early Career","Employment-Based Programme","Dublin City University","Pilot Photonics",STEM,"Optical Comb Sources, their Demultiplexing, and Use in High Spectral Efficiency Next-Generation Optical Transport Networks",
2012,"Marianne Jordan","Early Career","Employment-Based Programme","University College Dublin",Glanbia,STEM,"Field Research Studies on Grain Yield and Quality Improvement in Oats for Export",
2012,"Martha Lotter","Early Career","Employment-Based Programme","University of Limerick","HSE Mid West",STEM,"The Development of an Effective Quality Performance Measurement Scheme for a Radiology Department",
2012,"Meg Walsh","Early Career","Employment-Based Programme","University College Dublin","Bioplastech Ltd.",STEM,"Converting Waste Glycerol into a Biodegradable Plastic",
2012,"Michael O'Sullivan","Early Career","Employment-Based Programme","Trinity College Dublin","The Alzheimer Society of Ireland",STEM,"Fraility, Stress and Markers of Cognitive Decline in Dementia Carers",
2012,"Nuala Whelan","Early Career","Employment-Based Programme","Maynooth University","Ballymun Job Centre",AHSS,"Evaluating the Effectiveness and Implementation of New Employment Enhancement Programmes",
2012,"Patricia Boyle","Early Career","Employment-Based Programme","Dublin City University","Allergan Pharmaceuticals",STEM,"Development of Rapid Analytical Methods for Trace Level API and Cleaning Agent Residues",
2012,"Paul McLoone","Early Career","Employment-Based Programme","University College Dublin","Inland Fisheries Ireland",STEM,"The Ecology of Cyprinid Fish Species in Irish Watercourses and Implications for the Recereational Angler",
2012,"Paul O'Reilly","Early Career","Employment-Based Programme","National University of Ireland, Galway","Inland Fisheries Ireland",AHSS,"The Socio-Economic Impacts of Angling Competitions and Events on Local Communities in Ireland",
2012,"Shailesh Sharma","Early Career","Employment-Based Programme","Dublin City University","Impedans Ltd..",STEM,"Diagnostics and Characterization of Low Temperature Plasma",
2012,"Shejin Thavalengal ","Early Career","Employment-Based Programme","National University of Ireland, Galway","DigitalOptics Corporation Europe Ltd.",STEM,"Application of Rapid Focusing to Improve Acquisition of Eye Regions for Iris Biometrics",
2012,"Timothy Penfare","Early Career","Employment-Based Programme","University of Limerick","Richard Keenan & Co Ltd.",STEM,"Predictive Modeling of Ruminant Performance",
2013,"Ann Leahy","Early Career","Employment-Based Programme","Maynooth University","Social Justice Ireland",Sociology,,
2013,"Brid Holohan","Early Career","Employment-Based Programme","University College Dublin","Java Clinical Research Ltd.","Biochemistry and Molecular Biology",,
2013,"David Gibbons","Early Career","Employment-Based Programme","University College Dublin","Noonan Services Group Ltd.","Environmental Sciences",,
2013,"David Loughrey","Early Career","Employment-Based Programme","Trinity College Dublin",DeafHear.ie,Psychology,,
2013,"Derek Bradley","Early Career","Employment-Based Programme","Athlone Institute of Technology","BioClin Research Laboratories","Medicinal and Biomolecular Research",,
2013,"Eoin O'Brien","Early Career","Employment-Based Programme","University of Limerick","Irish Equine Foundation Ltd.","Microbiology, Virology and Mycology",,
2013,"Jiayi Wang","Early Career","Employment-Based Programme","Dublin City University",ICMR,"Mechanical Engineering",,
2013,"Jonathan Carr","Early Career","Employment-Based Programme","Athlone Institute of Technology",Creganna,"Materials Science",,
2013,"José Parente","Early Career","Employment-Based Programme","National University of Ireland, Galway","Vornia Ltd.","Medical and Biomedical Engineering",,
2013,"Karlo Martinovic","Early Career","Employment-Based Programme","University College Dublin","Gavin and Doherty Geosolutions Ltd. (GDG)","Civil Engineering",,
2013,"Keith Doyle","Early Career","Employment-Based Programme","University of Limerick","ireComposites Teo","Mechanical Engineering",,
2013,"Mar Marcos Lopez","Early Career","Employment-Based Programme","Galway-Mayo Institute of Technology","Vet-Aqua International","Zoology, Ornithology, Entomology, Behavioural Sciences Biology",,
2013,"Mathieu Specklin","Early Career","Employment-Based Programme","Dublin City University","Sulzer Pump Solutions Ireland Ltd.","Mechanical Engineering",,
2013,"Max Potterton","Early Career","Employment-Based Programme","University College Dublin","Minch Malt Ltd.","Plant sciences, Botany",,
