"Projet.Code_Decision_ANR";"Projet.Date_debut";"Action.Edition";"Action.Titre.Francais";"Projet.Acronyme";"Projet.Titre.Francais";"Projet.Resume.Francais";"Projet.Aide_allouee"
"ANR-10-CAMP-0041";"";2010;"CAMP";"Site Ouest/GreEn-ER/Libération des emprises foncières";"GRE10-01 : Site Ouest/GreEn-ER/Libération des emprises foncières et travaux préparatoires";"";3624000.0
"ANR-10-CAMP-0039-22";"";2010;"CAMP";"Travaux d'extension de la plateforme technologique d'innovation médicale";"Travaux d'extension de la plateforme technologique d'innovation médicale";"";300000.0
"ANR-10-CAMP-0039-21";"";2010;"CAMP";"Restructuration du Pôle Archéologie";"Restructuration du Pôle Archéologie";"";260000.0
"ANR-10-CAMP-0039-20";"";2010;"CAMP";"Construction de la plateforme technique multi-services";"Construction de la plateforme technique multi-services";"";622000.0
"ANR-10-CAMP-0039-19";"";2010;"CAMP";"Travaux Démolition du bâtiment A4";"Travaux Démolition du bâtiment A4";"";1200000.0
"ANR-10-CAMP-0039-18";"";2010;"CAMP";"Etudes de requalification de la piscine universitaire du site de Pessac-talence-";"Etudes de requalification de la piscine universitaire du site de Pessac-talence-Gradignan";"";220000.0
"ANR-10-CAMP-0039-17";"";2010;"CAMP";"Réalisation bâtiment de formation en odontologie";"Réalisation bâtiment de formation en odontologie";"";3906775.0
"ANR-10-CAMP-0039-16";"";2010;"CAMP";"Dotation campus Ingénierie de projet Bordeaux";"Dotation campus Ingénierie de projet Bordeaux";"";1500000.0
"ANR-10-CAMP-0039-15";"";2010;"CAMP";"Réhabiliation amphithéâtre B200";"Réhabiliation amphithéâtre B200";"";350000.0
"ANR-10-CAMP-0039-14";"";2010;"CAMP";"Restructuration du batiment A29 sur le site de Talence";"Restructuration du batiment A29 sur le site de Talence";"";2300000.0
"ANR-10-CAMP-0039-13";"";2010;"CAMP";"Financement de l'élaboration d'un schéma directeur des animaleries";"Financement de l'élaboration d'un schéma directeur des animaleries";"";100000.0
"ANR-10-CAMP-0039-12";"";2010;"CAMP";"Remplacement des centrales de traitement d'air des amphithéâtres";"Remplacement des centrales de traitement d'air des amphithéâtres du site de Pessac";"";1330000.0
"ANR-10-CAMP-0039-11";"";2010;"CAMP";"Financement de cheminements doux sur le site de Bordeaux carreire";"Financement de cheminements doux sur le site de Bordeaux carreire";"";650000.0
"ANR-10-CAMP-0039-10";"";2010;"CAMP";"Coûts supplémentaires liés à la presence d'amiante dans les bât";"Coûts supplémentaires liés à la presence d'amiante dans les bât";"";100000.0
"ANR-10-CAMP-0039-09";"";2010;"CAMP";"2ème phase de travaux rénovation halle des sports Pessac";"2ème phase de travaux de rénovation halle des sports Pessac";"";1100000.0
"ANR-10-CAMP-0039-08";"";2010;"CAMP";"Aménagement du parvis Béthanie sur le site de Talence";"Aménagement du parvis Béthanie sur le site de Talence";"";1675000.0
"ANR-10-CAMP-0039-07";"";2010;"CAMP";"Financement des études du bâtiment de l'économie";"Financement des études du bâtiment de l'économie";"";1400000.0
"ANR-10-CAMP-0039-06";"";2010;"CAMP";"Financement des études du bâtiment A 11";"Financement des études du bâtiment A 11";"";600000.0
"ANR-10-CAMP-0039-05";"";2010;"CAMP";"Financement de la reconstruction du bâtiment A4";"Financement de la reconstruction du bâtiment A4";"";1100000.0
"ANR-10-CAMP-0039-04";"";2010;"CAMP";"Règlement des premiers loyers de la tranche 1";"Règlement des premiers loyers de la tranche 1";"";1100000.0
"ANR-10-CAMP-0039-03";"";2010;"CAMP";"Financement de travaux liés à la présence de plomb";"Financement de travaux liés à la présence de plomb dans les bâtiments de la tranche 1";"";1300000.0
"ANR-10-CAMP-0039-02";"";2010;"CAMP";"Etudes préalables à l'opération du bâtiment de formation en odontologie";"Etudes préalables à l'opération du bâtiment de formation en odontologie";"";2045000.0
"ANR-10-CAMP-0039";"";2010;"CAMP";"Opération rénovation de la maison de la recherche de l'université de Bordeaux";"Opération rénovation de la maison de la recherche de l'université de Bordeaux";"";650000.0
"ANR-10-CAMP-0038";"";2010;"CAMP";"Convention première tranche de l'opération réhabilidation Campus Bordeaux";"Convention première tranche de l'opération de réhabilidation du Campus Bordeaux";"";6068400.0
"ANR-10-CAMP-0037";"";2010;"CAMP";"convention ingénierie 20132014 pour l'opération Campus de Bordeaux";"convention ingénierie 20132014 pour l'opération Campus de Bordeaux";"";1812000.0
"ANR-10-CAMP-0036";"";2010;"CAMP";"Remplacement des centrales de traitement d'air des amphithéâtres";"Remplacement des centrales de traitement d'air des amphithéâtres";"";500000.0
"ANR-10-CAMP-0035";"";2010;"CAMP";"L'intervention d'urgence sur le COSEC - site de TPG";"L'intervention d'urgence sur le COSEC - site de TPG";"";700000.0
"ANR-10-CAMP-0034";"";2010;"CAMP";"Rénovation Halle des sports";"Rénovation de la halle des sports - site de TPG";"";1000000.0
"ANR-10-CAMP-0033";"";2010;"CAMP";"Rénovation d'un réseau de chauffage du campus";"Rénovation d'un réseau de chauffage du campus sciences et technologies - site de TPG";"";500000.0
"ANR-10-CAMP-0032";"";2010;"CAMP";"Aménagement patio, espace de vie de campus - site de TPG";"Aménagement patio, espace de vie de campus - site de TPG";"";1300000.0
"ANR-10-CAMP-0031";"";2010;"CAMP";"Réhabilitation de la BU - Site de Carreire";"Réhabilitation de la BU - Site de Carreire";"";3200000.0
"ANR-10-CAMP-0030";"";2010;"CAMP";"Versement de subventions et versement d'une fraction de la dotation";"Versement de subventions et versement d'une fraction de la dotation";"";32086872.0
"ANR-10-CAMP-0029";"";2010;"CAMP";"Médecine préventive";"BDX10-02 : Espace Santé du Service InterUniversitaire de Médecine Préventive et de Santé et de logements étudiants";"";5320000.0
"ANR-10-CAMP-0028";"";2010;"CAMP";"TPG guichet unique vie étudiante - bâtiment A22";"BDX10-TPG : TPG guichet unique vie étudiante - bâtiment A22";"";800000.0
"ANR-10-CAMP-0027";"";2010;"CAMP";"Rénovation de la piscine";"Rénovation de la piscine";"";2640000.0
"ANR-10-CAMP-0026";"";2010;"CAMP";"Restructuration de la maison des arts";"Restructuration de la maison des arts";"";2240812.0
"ANR-10-CAMP-0025";"";2010;"CAMP";"Aménagement de la plaine des sports de Monadey";"BDX10-04 : Aménagement de la plaine des sports de Monadey";"";7000000.0
"ANR-10-CAMP-0024";"";2010;"CAMP";"TPG crèche interuniversitaire";"BDX : TPG crèche interuniversitaire - Contribution à la construction du bâtiment";"";180000.0
"ANR-10-CAMP-0023";"";2010;"CAMP";"Victoire - Aménagement de la cour Leyteire";"Victoire - Aménagement de la cour Leyteire";"";1000000.0
"ANR-10-CAMP-0022";"";2010;"CAMP";"Travaux Pôle Sciences Humaines et Sociales";"Travaux Pôle Sciences Humaines et Sociales";"";759635.88
"ANR-10-CAMP-0021";"";2010;"CAMP";"Acquisition foncière carreire";"Acquisition foncière carreire";"";1000000.0
"ANR-10-CAMP-0015";"";2010;"CAMP";"Réhabilitation des installations sportives - Marseille nord";"Réhabilitation des installations sportives - Marseille nord";"";1450000.0
"ANR-10-CAMP-0014";"";2010;"CAMP";"TechnoForme - construction d'une salle de sport";"TechnoForme - construction d'une salle de sport";"";2000000.0
"ANR-10-CAMP-0013";"";2010;"CAMP";"Aix réhabilitation de la cité universitaire Arc de Meyran";"Aix réhabilitation de la cité universitaire Arc de Meyran";"";5000000.0
"ANR-10-CAMP-0012";"";2010;"CAMP";"Luminy -Travaux préparatoires au cœur de campus";"Luminy -Travaux préparatoires au cœur de campus";"";2500000.0
"ANR-10-CAMP-0011";"";2010;"CAMP";"Aix bâtiment de service aux étudiants en entrée de campus";"Aix bâtiment de service aux étudiants en entrée de campus";"";4500000.0
"ANR-10-CAMP-0010";"";2010;"CAMP";"Luminy aménagement extérieurs 2ème tranche";"Luminy aménagement extérieurs 2ème tranche";"";4500000.0
"ANR-10-CAMP-0009";"";2010;"CAMP";"Oceanomed 2, Indemnités à verser aux candidats non retenus";"Oceanomed 2, Indemnités à verser aux candidats non retenus";"";240000.0
"ANR-10-CAMP-0008";"";2010;"CAMP";"Aix rénovation de l'amphithéâtre Portalis";"Aix rénovation de l'amphithéâtre Portalis";"";2200000.0
"ANR-10-CAMP-0007";"";2010;"CAMP";"Opération Campus Aix-Marseille Université";"Opération Campus Aix-Marseille Université";"";0.0
"ANR-10-CAMP-0006";"";2010;"CAMP";"Luminy Technosport - construction du gymnase";"Luminy Technosport - construction du gymnase";"";7314000.0
"ANR-10-CAMP-0005";"";2010;"CAMP";"Luminy Aménagements";"Luminy Aménagements";"";5700000.0
"ANR-10-CAMP-0004";"";2010;"CAMP";"Aix centre sportif universitaire - Extension 1ère tranche";"Aix centre sportif universitaire - Extension 1ère tranche";"";2670000.0
"ANR-10-CAMP-0003";"";2010;"CAMP";"Aix centre sportif universitaire - Extension des installations";"Aix centre sportif universitaire - Extension des installations";"";2350000.0
"ANR-10-CAMP-0002";"";2010;"CAMP";"Aix cité des gazelles rénovation pavillons 2/ 3";"Aix cité des gazelles rénovation pavillons 2/ 3";"";4000000.0
"ANR-10-CAMP-0001";"";2010;"CAMP";"Aix rénovation du stade RUOCCO";"Aix rénovation du stade RUOCCO";"";1020000.0
"ANR-10-BTBR-0005";"2011-11-01";2010;"BTBR";"SYNTHACS";"Biologie Synthétique pour la synthèse de molécules chimiques à haute valeur ajoutée à partir de ressources carbonées renouvelables";"Le projet SYNTHACs (Biologie Synthétique pour la synthèse de molécules chimiques à haute valeur ajoutée à partir de ressources carbonées renouvelables), primé au 1er appel d’offre du Programme d’Investissement d’Avenir (PIA1 2010), avait comme objectif de développer à l’échelle du laboratoire un procédé fermentaire pour la production du synthon chimique, l’acide 2,4-dihydroxybutyrique (DHB), à partir de glucose. L’intérêt de développer ce procédé tient aux propriétés technologiques remarquables de la molécule DHB. En effet, cette dernière est facilement convertible en un dérivé hydroxylé de la méthionine, acide aminé essentiel en nutrition animale qui est, à ce jour, exclusivement produit par une méthode pétrochimique. Ce synthon est aussi précurseur d’un large panel de molécules dans les secteurs de la chimie fine, de l’aérospatial et de l’industrie pharmaceutique. Comme ce synthon n’est pas naturellement produit par les microorganismes, le projet se proposait d’exprimer la voie synthétique composée de 3 étapes enzymatiques ‘non-naturelles’ nécessaire pour produire le DHB à partir de L- malate, un acide carboxylique dérivé du métabolisme du glucose par le cycle de Krebs. En termes de ‘livrable majeur’, l’objectif était d’atteindre une production de DHB de plusieurs grammes par litre avec un rendement sur glucose proche de 30%. Ce défi a été relevé grâce au travail d’un consortium composé de trois partenaires académiques, le LISBP apportant ses compétences en ingénierie enzymatique, métabolique et physiologie microbienne, l’Institut Mathématiques de Toulouse, expert en analyse des données complexes et modélisation, le centre d’excellence ‘Toulouse White Biotechnology’ (TWB) offrant un environnement technique pour le développement de ce type de projet et d’un partenaire privé, la société Adisseo, acteur majeur en nutrition animale apportant sa contribution sur le volet fermentation et extraction. Ainsi, partant d’une production de quelques mg de DHB au démarrage du projet, celle-ci a été multipliée par plus de 1000 fois à son terme. Une partie de ces travaux vient d’être publiée dans la revue Nature Communication (Nat Comm, Jun 27, 8, 15828). En conclusion, nous pouvons considérer avoir atteint les objectifs initialement assignés de ce projet, qui sera par ailleurs poursuivi dans le cadre de l’Appel d’offre 2016 de l’ADEME ‘Industrie Agriculture Eco-efficientes impliquant Adisseo et INSA/TWB. Sur le plan purement technico-scientifique, la réussite du projet ‘SYNTHACs’ confirme l’intérêt de construire des organismes ‘à la carte’ exprimant de nouvelles fonctionnalités. Il constitue à ce titre un exemple concret en Biologie de Synthèse. Sur le plan économique, il préfigure une alternative viable à la pétrochimie pour produire, à partir de sources de carbone renouvelables, des molécules chimiques plateformes qui se substitueront à celles obtenues à partir les ressources fossiles.";3389830.22
"ANR-10-BTBR-0004";"2011-09-01";2010;"BTBR";"IDEALG";"Biotechnologies pour la valorisation des macroalgues";"Le projet IDEALG a pour objectif de développer et d’accroître les connaissances nécessaires pour développer la filière des grandes algues marines en France. IDEALG a pour ambition de créer pour la première fois un continuum vertueux et complémentaire de compétences et d'expertises dans le domaine des biotechnologies des macro-algues, parcourant le secteur académique jusqu’à la valorisation économique. Cette approche met en perspective un centre de transfert technologique dans le but de stimuler un élan d'innovation au sein de la filière et de développer de nouvelles applications biotechnologiques de manière durable. Ce continuum intègre un réseau complet d'approches scientifiques fondées sur les interactions fortes entre les partenaires ainsi que 4 PMEs et une grande compagnie. IDEALG entame sa 6ème année de travaux de recherche fondamentale et accélère le transfert de connaissances acquises en amont ainsi que des outils génomiques ou post-génomiques développés pour l’obtention de produits à forte valeur ajoutée, vers la société et les entreprises. Près de 30 entreprises participent maintenant à la plate-forme collaborative d’IDEALG. Un gros travail est aussi en cours pour évaluer le poids socio-économique de la filière Algues en France. D'autre part, plusieurs projets d'innovation nationaux et européens d'envergure ont démarré à partir de l'effet de levier d'IDEALG et ils vont accroitre l'efficacité et la visibilité d'IDEALG et permettre à la filière algues française de conserver son leadership en matière d'innovation biotechnologique, mais aussi pour l'accès à des bioressources issues de cultures et de récoltes durables et économiquement viables.";10000000.0
"ANR-10-BTBR-0003";"2011-09-01";2010;"BTBR";"BREEDWHEAT";"Développer de nouvelles variétés de blé pour une agriculture durable";"L’objectif du projet BreedWheat (BW) est de soutenir la compétitivité de la filière blé en France et de répondre aux enjeux de société pour une production durable et de qualité. A ce jour, le projet a significativement contribué à la séquence de référence du génome du blé en fournissant à l’IWGSC la séquence du chromosome 1B ainsi qu’une carte génétique comprenant 307 270 loci. Le modèle écophysiologique C-N capable de simuler la période post-floraison a fait l’objet de deux publications dans la revue « Annals of Botany » et le logiciel est disponible sur la plateforme SourceSup sur demande aux auteurs. Les analyses d’association (GWAS) ont été finalisées et les résultats intégrés dans le système d’information BW (BWIS). Pour la première fois dans BW, deux plateformes de phénotypage développées dans le cadre du projet PIA PHENOME (PhenoField chez Arvalis et Phéno3C à l’INRA) ont été utilisées pour effectuer des essais sécheresse. Le nouveau panel de diversité composé de 450 accessions d’hiver sélectionnées parmi les 4 600 lignées représentant la diversité mondiale a été semé dans 12 environnements pour une évaluation phénotypique. Les partenaires du projet ont voté pour que la liste de ces 450 accessions soit accessible à la communauté scientifique. Les neuf populations recombinantes construites afin d’introgresser des caractères d’adaptation au stress sont dans leur seconde année de multiplication. Des équations économiques ont été mises en place pour alimenter la chaine d’analyse BWGS (sélection génomique) et permettre de comparer différents schémas de sélection (phénotypique vs. génomique). Les développements du BWIS se poursuivent, et les données de génotypage et de phénotypage ont été intégrées. Les 4ème livret et lettre d’information ciblant la sélection génomique et sa potentielle application ont été publiés. Enfin, une formation dédiée au phénotypage a été organisée par Arvalis, Biogemma, l’INRA GDEC et INRA Transfert en mai à Ouzouer-le-Marché.";8999711.05
"ANR-10-BTBR-0002";"2011-11-01";2010;"BTBR";"BIORARE";"BIOelectrosynthèse pour le Raffinage des déchets Residuels";"L'industrie chimique est fortement dépendante des ressources pétrochimiques. La fabrication de produits fonctionnellement équivalents à partir de ressources renouvelables est aujourd'hui nécessaire. Toutefois, la nature des ressources renouvelables mobilisées joue un rôle décisif dans le bilan environnemental des filières de production. L'utilisation de déchets organiques en tant que ressource présenterait un bénéfice environnemental certain tout en donnant accès à une matière première renouvelable peu couteuse et disponible en abondance. Ces déchets sont toutefois hétérogènes, complexes, contaminés. Ces caractéristiques constituent des verrous majeurs pour une utilisation en bioraffinerie. Le projet BIORARE a permis d'évaluer une nouvelle technologie de rupture qui vise à produire des molécules plate-forme destinées à la chimie verte à partir de déchets organiques, de CO2 et d’électricité renouvelable. Cette technologie repose sur les propriétés de microorganismes électroactifs mis en œuvre au sein de réacteurs bioélectrochimiques, ce qui lui confère plusieurs avantages décisifs : - Le traitement des déchets à la bioanode est physiquement séparé (membrane) de la production de molécules à la biocathode. Il n’y a donc pas de contact entre les déchets et les molécules produites, ce qui facilite leur extraction, leur purification et garantit leur qualité. - L’activité microbienne est interfacée avec un circuit électrique que l’on peut réguler (courant, potentiel), ce qui permet d’orienter et de moduler l’activité métabolique des microbes pour la production des molécules d’intérêt. - Les rendements de conversion sont potentiellement très élevés. Bien que très prometteuse, la technologie s'appuyait sur la découverte fondamentale toute récente du processus d'électrosynthèse microbienne. La technologie n'existait donc qu'à l'état de concept au démarrage du projet (TRL1). BIORARE visait à apporter les premières preuves de concept technologiques et à évaluer le potentiel industriel que représentait l'implantation de cette technologie au sein de filières de traitement de déchets par méthanisation, afin de tirer parti des infrastructures existantes et des flux disponibles sur ces installations (flux de matière organique, de CO2, d'électricité, de chaleur). Outre les aspects scientifiques et technologiques, l'évaluation du potentiel de la technologie s'est aussi appuyée sur des critères environnementaux, économiques, règlementaires et d'acceptabilité. Pour cela, un consortium de 5 partenaires aux compétences complémentaires a été réuni : Irstea-HBAN, INRA?LBE, CNRS?LGC, Irstea?OPAALE et Suez?Cirsee. Dans le cadre du WP1, les essais d’électrosynthèse sur des biocathodes réalisés la première année ont confirmé la possibilité d’obtenir de l’acétate par réduction de CO2 en utilisant pour inoculum une culture mixte traitée thermiquement. Au cours des deux années suivantes, une procédure d'enrichissement et de préparation des inocula a permis d'augmenter les concentrations obtenues de plus d'un ordre de grandeur. Enfin, des stratégies en plusieurs étapes combinant électrosynthèse microbienne, production abiotique d'hydrogène et utilisation de l'hydrogène dans un contacteur gaz-liquide, fermentation et électro-fermentation ont été étudiées afin de diversifier le spectre de molécules produites. Ces travaux ont notamment conduit au dépôt d'un brevet et ont mis en évidence la possibilité de produire un panel de molécules allant d'acides carboxyliques (de C1 à C6, et potentiellement C8) à des mono- et di-alcools. Au sein du WP2, l'aptitude de différentes sources de déchets organiques (biodéchets, boues primaires, boues biologiques, boues d’aération prolongée, ammonium) à fournir des électrons à une anode biologique a été évaluée en début de projet. Une procédure pour former des bioanodes a ensuite été élaborée permettant le transfert d'anodes efficaces à tous les partenaires du projet. Enfin, des travaux sur la géométrie des électrodes et sur la nature de l'anolyte ont permis d'optimiser les performances des bioanodes. Ils ont conduit à l'obtention de performances durables au-delà de 5 A/m2 à partir d'une alimentation constituée d'hydrolysats de biodéchets. Dans le cadre du WP3, des premiers réacteurs de type BIORARE, comportant à la fois une bioanode et biocathode ont été mis en place. Ces premiers essais ont mis en évidence la difficulté de synchroniser l'intensité des réactions biologiques aux deux électrodes. Cette difficulté a été résolue en imaginant des stratégies de conduite alternant contrôle potentiostatique et ampérométrique qui ont fait l'objet d'un dépôt de brevet. Ainsi, un premier dispositif BIORARE a pu être validé à l'échelle laboratoire sur plusieurs mois de fonctionnement avec une alimentation de biodéchets à l'anode et l'électrosynthèse d'acides carboxyliques à la cathode (TRL3). Ce travail a permis de mettre en évidence un des avantages décisifs de la technologie BIORARE : une consommation électrique 2 à 3 fois inférieure aux procédés concurrents d'électrosynthèse microbienne. Un pilote TRL4 de 15 L a ensuite été conçu avec une société d'ingénierie. Son fonctionnement a pu être validé en conditions représentatives (fonctionnement automatisé avec alimentation quotidienne de biodéchets), conduisant à un niveau de performance très satisfaisant : densité de courant atteignant 8 A/m2, consommation électrique inférieure à 1W et concentrations en acides de plus de 8 g/L. Au sein du WP4, un travail d'analyse et de modélisation des impacts environnementaux d'une future filière de méthanisation comportant la technologie BIORARE a été mené. Les paramètres clés du bilan environnemental ont été identifiés et leur influence analysée, permettant de faire apparaître une réponse non linéaire de certains impacts à des paramètres tels que la densité de courant ou le taux d'hydrolyse de la matière organique. La filière BIORARE a été comparée à un scenario de référence de traitement de déchets par méthanisation associé à une production biosourcée de molécule plate-forme, ainsi qu'à un scenario de transition s'appuyant sur une production par électrosynthèse microbienne seule. La comparaison a porté sur la production de bioéthanol et d'acide succinique. Malgré les incertitudes liées la faible maturité technologique, les résultats montrent globalement que les bilans environnementaux sont favorables à la technologie BIORARE puisque dans une majorité de cas, le scenario incluant BIORARE est au moins équivalent ou sinon meilleur que les scenarios de référence ou de transition. Dans le WP5, une analyse du contexte règlementaire a révélé qu'il n'y avait pas de freins majeurs à une mise sur le marché de molécules produites. Des signaux très encourageants ont été recueillis lors des premières enquêtes d'acceptabilité auprès de clients potentiels. Enfin, une étude de marché a été menée et les scenarii d'implantation industrielle de la technologie BIORARE ont été affinées, avec le développement d'un modèle et une réflexion plus approfondie sur le couplage des flux avec l'installation de méthanisation. Ces éléments ont permis de mieux cerner comment la quantité de déchets disponible déterminait les niveaux de production en molécules, et de comprendre que la technologie devait être positionnée sur les marchés de commodités de tonnage intermédiaire (de quelques dizaines à quelques centaines de kT par an à l'échelle nationale). Le projet BIORARE a mobilisé 5 partenaires sur une durée de 5 ans et demi, et a bénéficié d'une aide de 2,2 M€. Il a conduit à la publication de 19 articles en journal scientifique international à comité de lecture, à 31 présentations et colloque et au dépôt de 3 brevets. En quelques années, à partir d'une découverte de nature fondamentale, BIORARE a permis (i) de donner vie à un concept technologique de rupture pour produire des molécules plate?forme à partir de déchets organiques, (ii) de poser des premiers jalons en te";2199374.0
