NOMBRE DEL SUJETO DE APOYO ,NOMBRE DEL PROYECTO,SECTOR,MONTO 
GROENI TURF S DE RL DE CV ,PROTOTIPO DE LINEA DE ACABADO FINAL DE PASTO SINTETICO UTILIZADO EN SISTEMA DEPORTIVOS,MAQUINARIA INDUSTRIAL," 6,433,500 "
SONOMEDICS SA DE CV ,DESARROLLO DE FILTRO ABSORBENTE DE DIOXIDO DE CARBONO COMPUESTO POR PLASTICO NATURAL BIODEGRADABLE (PNB),SALUD," 4,895,980 "
AXELERATUM SA DE CV ,"DISENO, DESARROLLO Y VALIDACION DE UN PROCESO EDUCATIVO INTEGRAL PARA LA PREVENCION DE ADICCIONES EN JOVENES UTILIZANDO MEDIOS INTERACTIVOS",TECNOLOGÍAS DE LA INFORMACIÓN," 3,482,800 "
INTERLATIN S DE RL DE CV ,DESARROLLO DE SISTEMA DE INSTRUMENTACION PXI COMO PLATAFORMA RE-CONFIGURABLE PARA PROGRAMACION DE SISTEMAS EMBEDIDOS INTELIGENTES,ELECTRÓNICA," 10,059,247 "
DYNASOL ELASTOMEROS SA DE CV ,ELASTOMEROS SSBR PARA NEUMATICOS DE ALTO DESEMPENO,PLÁSTICOS," 3,224,601 "
TECNODI ADVANCE SA DE CV,PROTOTIPO DE MANUFACTURA AVANZADA PARA ELIMINAR RESIDUOS SUPERFICIALES EN COMPONENTES AEROESPACIALES,AEROESPACIAL," 5,701,750 "
SEI MEDICAL SA DE CV ,DISENO Y DESARROLLO DE DISPOSITIVOS MEDICOS DE INTERVENCION RADIOLOGICA PARA DIAGNOSTICO Y TRATAMIENTO DE ENFERMEDADES ENDOVASCULARES Y CARDIOVASCULARES,SALUD," 29,140,096 "
CAFE DEL PACIFICO SAPI DE CV ,SISTEMA DE MONITOREO REMOTO Y PREDICTIVO DE FALLAS EN DISPOSITIVOS INSTALADOS EN TIENDAS DE CONVENIENCIA.,EQUIPO DE MEDICIÓN Y CONTROL," 5,053,652 "
REINTECH RECYCLED INNOVATION AND TECHNOLOGY SA DE CV ,SUPRARECICLAJE DE MATERIALES DE RESIDUOS SOLIDOS URBANOS (RSU) PLASTICOS PARA SU REINCORPORACION COMO MATERIA PRIMA EN LA OBTENCION DE UN ECO-RECUBRIMIENTO BIOBASADO,PLÁSTICOS," 2,071,000 "
TRAMES SA DE CV ,"ESCALAMIENTO DE TECNOLOGIA A BASE DE PLASMAS PARA MEJORAR EL DESEMPENO TRIBOLOGICO DE COMPONENTES DE ALTO DESEMPENO CON APLICACIONES AUTOMOTRICES, AERONAUTICAS, BIOMEDICAS Y ENERGETICAS.",METALURGIA," 8,031,875 "
INFORMATICA MANTENIMIENTO Y SISTEMAS SA DE CV ,SISTEMA PILOTO PARA MONITOREO REMOTO DE VEHICULOS TERRESTRES,TECNOLOGÍAS DE LA INFORMACIÓN," 1,473,940 "
INSTITUTO DE INVESTIGACION CLINICA DE OCCIDENTE SA DE CV ,"METODOLOGIA, PRUEBAS ANALITICAS Y PROTOCOLO CLINICO PARA BIOCOMPARABILIDAD DE BIOTECNOLOGICOS",FARMACÉUTICA," 1,972,404 "
TECNOGADGET SA DE CV ,EDIABETMEX - PARA EL CONTROL DE LOS PACIENTES CON DIABETES,SALUD," 10,791,228 "
DYNASOL ELASTOMEROS SA DE CV ,REHABILITACION SUSTENTABLE DE PAVIMENTOS DE MEZCLAS RECICLADAS CON ELASTOMEROS,PLÁSTICOS," 4,540,795 "
VOLKSWAGEN DE MEXICO SA DE CV ,DISENO Y CONSTRUCCION DE EQUIPO DE SIMULACION PARA PRUEBAS DE IMPACTO EN SISTEMAS AUTOMOTRICES,AUTOMOTRIZ," 34,702,300 "
COMO2 SA DE CV,COMO2: TACON PARA ZAPATILLA DE DAMA CON SISTEMA DE SUSPENSION DE GEL ENCAPSULADO,CUERO Y CALZADO," 3,260,300 "
HEALTHCARE BUSINESS AND COMPUTER TECHNOLOGY SA DE CV,DESARROLLO Y VALIDACION DE UN NUEVO SUPLEMENTO Y UN ANTIGLICANTE PARA EL SINDROME METABOLICO.,FARMACÉUTICA," 4,293,794 "
LA JOYA DEL TOTONACAPAN S DE PR DE RL ,ADAPTAR Y DESARROLLAR METODOLOGIA OPTIMA PARA OBTENER PLANTAS DE PIMIENTA GORDA A GRAN ESCALA.,BIOTECNOLOGÍA," 1,638,380 "
MULTIHEALTH S DE RL DE CV ,DESARROLLO DE COMPUESTOS HIPOGLUCEMIANTES GRADO FARMACEUTICO PARA SU INTRODUCCION AL MERCADO,ALIMENTOS," 2,401,090 "
INTEGRADORA DE GANADEROS DE ENGORDA DE LA LAGUNA SA DE CV ,TRATAMIENTO DE PIEL MEDIANTE EL USO DE NANOPARTICULAS,AGROINDUSTRIAL," 2,564,304 "
DESARROLLO EN SISTEMAS DIGITALES Y DE CONTROL SA DE CV,"DESARROLLO DE UN LASER TERAPEUTICO BEAM IR TINEMI, OPERADO VIA REMOTA",INSTRUMENTACIÓN ELECTROMÉDICA," 1,596,000 "
KINGO SYSTEMS SA DE CV,"DISENO Y DESARROLLO DE SOFTWARE DE CONTABILIDAD ELECTRONICA, NOMINA ELECTRONICA Y FACTURACION EN LA NUBE Y DE USO GRATUITO PARA LA PYME MEXICANA",TECNOLOGÍAS DE LA INFORMACIÓN," 1,458,030 "
MICROCALLI DEL GOLFO SA DE CV,LINEA DE PRODUCTOS DE SOFTWARE PARA DOMOTICA (SEGUNDA ETAPA),TECNOLOGÍAS DE LA INFORMACIÓN," 1,828,240 "
PANDEQUE SA DE CV , INNOVACION EN LA PRODUCCION DE PAN DE HARINA DE YUCA MEDIANTE LA ADICION DE INULINA Y LACTOBACILOS.,ALIMENTOS," 5,405,000 "
RCR REFRIGERACION SA DE CV ,DISENO Y DESARROLLO TECNOLOGICO DE PROTOTIPO PARA CONGELACION RAPIDA INDIVIDUAL (IQF) DE ALIMENTOS,MAQUINARIA INDUSTRIAL," 9,947,151 "
INNOVACION Y SERVICIOS EN NANOTECNOLOGIA SA DE CV ,DISENO Y FABRICACION DE PROTOTIPO Y PRUEBA DE CONCEPTO DE UN DISPOSITIVO INFRARROJO 4D PARA IMAGENOLOGIA BIOTERMICA,EQUIPO DE MEDICIÓN Y CONTROL," 1,356,000 "
DOW QUIMICA MEXICANA SA DE CV ,DESARROLLO DE NUEVAS FORMULACIONES DE POLIURETANO DE ALTO IMPACTO MERCADO NACIONAL Y DE EXPORTACION,QUÍMICA," 3,553,350 "
CORPORATIVO PROMEDICA DE MEXICO SA DE CV ,PROYECTO PARA LA GENERACION DE NUEVOS EQUIPOS MEDICOS DE ALTO VALOR AGREGADO PARA VENTA NACIONAL Y EXPORTACION: CAMA HIBRIDA Y CAMA PEDIATRICA,SALUD," 3,623,150 "
TOP HEALTH S DE RL DE CV,DISENO Y DESARROLLO DE PROCESAMIENTO PILOTO DE MATRIZ OSEA DESCELULARIZADA ENRIQUECIDA CON CELULAS TRONCALES MESENQUIMALES PARA LA OSTEOINTEGRACION Y EL TRATAMIENTO DE ENFERMEDADES MUSCULOESQUELETICAS,SALUD," 3,908,230 "
QUIMIKAO SA DE CV ,DESARROLLO DE NUEVAS TECNOLOGIAS PARA TRATAMIENTO SUPERFICIAL DE CARRETERAS CON ASFALTO REOLOGICAMENTE MODIFICADO.,QUÍMICA," 439,751 "
COMERCIAL TEIFAROS S DE RL,DESARROLLO DE FORMULAS DE PRE-MEZCLA DE HARINA Y PRODUCTOS POST-MEZCLA UTILIZANDO TRIGO MEXICANO PARA PRODUCIR PASTELES CON LA MISMA CALIDAD QUE RESULTAN AL UTILIZAR PRE-MEZCLAS IMPORTADAS,ALIMENTOS," 4,072,762 "
M MANUFACTURA DE VIDRIO SA DE CV ,"PRUEBA DE TECNOLOGIA DE CABEZALES MULTIPLES EN EL MISMO CHASIS PARA REDONDEAR CANTOS, FRESAR Y TALADRAR VIDRIO",MAQUINARIA INDUSTRIAL," 4,206,114 "
CALZADO GRISMAR SA DE CV ,DESARROLLO DE APLICACIONES DECORATIVAS INNOVADORAS DE POLIURETANO FLEXIBLE PARA EL CALZADO,CUERO Y CALZADO," 3,464,305 "
TECNO SOPAS SA DE CV ,DESARROLLO Y CERTIFICACION DE CONDIMENTOS ORGANICOS.,ALIMENTOS," 2,057,743 "
SISTEMAS MEDICOS ALARIS SA DE CV ,DISENO Y DESARROLLO TECNOLOGICO DE PROTOTIPO PARA ALIMENTACION AUTMATIZADA DE CONECTORES,MECATRÓNICA," 1,643,720 "
MESSIER SERVICES AMERICAS SA DE CV ,SISTEMA DE MANUFACTURA FLEXIBLE PARA BUJES A LA MEDIDA DE TRENES DE ATERRIZAJE,AEROESPACIAL," 1,760,340 "
MOLINOS ANAHUAC SA DE CV,"PROCESO DE MOLIENDA Y CLASIFICACION CON AIRE PARA LA OBTENCION DE FRACCIONES ALTAS EN FIBRA SOLUBLE A PARTIR DE PERICARPIO, SUBPRODUCTO DE LA NIXTAMALIZACION.",ALIMENTOS," 5,346,964 "
PROFESIONALES EN PRODUCTOS QUIMICOS SA DE CV,TRATAMIENTO NANOESTRUCTURAL POLICROMATICO A PIEZAS METALICAS,QUÍMICA," 1,180,790 "
BARASA TECNOLOGIA AMBIENTAL SA DE CV ,DESARROLLO DE NUEVAS FORMULACIONES DE PRODUCTOS ORGANICOS PARA LA MEJORA DE SUELOS ELABORADO A BASE DE DESPERDICIOS INDUSTRIALES,AGROINDUSTRIAL," 2,004,089 "
LAPISA SA DE CV,DESARROLLO DE UNA VACUNA CONTRA LA ENFERMEDAD DEL SINDROME RESPIRATORIO Y REPRODUCTIVO DEL CERDO C2 DE PRRS,FARMACÉUTICA," 2,294,136 "
IMBERA SA DE CV ,SISTEMAS DE ENFRIAMIENTO INTELIGENTES DE MAYOR EFICIENCIA PARA LA DISMINUCION DE LA HUELLA DE CARBONO.,ENERGÍA," 4,206,843 "
SKABE MEXICO SA DE CV ,SISTEMA DE SOPORTE ESTRUCTURAL DE BAJO COSTO PARA APROVECHAMIENTO Y GENERACION FOTOVOLTAICA EN DESARROLLOS AGRICOLAS CON PROTECCION CLIMATICA,AGROINDUSTRIAL," 9,282,098 "
SANBLO SA DE CV,KARDIA BABY: SISTEMA DE MONITOREO DE SIGNOS VITALES Y ALERTAS PARA RECIEN NACIDOS Y BEBES DE HASTA 24 MESES,TECNOLOGÍAS DE LA INFORMACIÓN," 1,473,000 "
TERALOC SA DE CV,"PLATAFORMA GENERAL DE TRAZABILIDAD DE PRODUCTOS EN MEXICO, ETAPA 1: INOCUIDAD",AGROINDUSTRIAL," 2,031,685 "
M INDUSTRIA SA DE CV ,PRUEBA DE TECNOLOGIA PARA AUTOMATIZAR EL LAMINADO DE VIDRIO EN UNA PLANTA PILOTO,MAQUINARIA INDUSTRIAL," 3,384,512 "
GRUPO INMSA SA DE CV ,DISENO E IMPLEMENTACION DE UN PAQUETE TECNOLOGICO INNOVADOR PARA LA OBTENCION DE MEJORAS AL PROCESO DE PRODUCCION DE CABEZA Y LENGUA DE RES COMO NUEVOS PRODUCTOS DE ALTO VALOR,ALIMENTOS," 5,646,925 "
MESSIER SERVICES AMERICAS SA DE CV ,MODULO PROTOTIPO PARA LA RECUPERACION DE NIQUEL Y CADMIO DE LODOS RESIDUALES A TRAVES DE ELECTRODIALISIS SELECTIVA Y ELECTRODEPOSITO,BIOTECNOLOGÍA," 1,106,841 "
METAL INNOVATIONS SA DE CV,PLANTA PILOTO DE MANUFACTURA DE ENDOPOTESIS VASCULARES DE NITINOL MEDIANTE TEJIDO CONTINUO,MAQUINARIA INDUSTRIAL," 2,809,750 "
OAXACA AEROSPACE SA DE CV,CONTINUACION DEL PROYECTO DE DESARROLLO DE AERONAVE ESTRATEGICA PARA SEGURIDAD NACIONAL Y USO DEPORTIVO BIPLAZA DE TIPO CANARD.,AEROESPACIAL," 3,164,048 "
NOVALOSA PROYECTOS SA DE CV,OPTIMIZACION DEL SISTEMA CONSTRUCTIVO PREFABRICADO MIXTO A BASE MUROS Y ELEMENTOS ESPECIALES DE SOPORTE PARA LA CONSTRUCCION DE VIVIENDAS DE DESARROLLO SOCIAL,CONSTRUCCIÓN," 889,774 "
A&P SOLUTIONS SA DE CV,"DISENO, CONSTRUCCION Y VALIDACION EXPERIMENTAL DE UN BUMPER BEAM APLICACION AUTOMOTRIZ EN MATERIAL POLIMERICO COMPUESTO",AUTOMOTRIZ," 1,818,932 "
SICOR MEXICO SA DE CV ,DESARROLLO Y TRANSFERENCIA DE TECNOLOGIA DE NUEVOS INGREDIENTES ACTIVOS FARMACEUTICOS.,FARMACÉUTICA," 7,844,295 "
ALTASER SA DE CV,DESARROLLO DE UN PROCESO INNOVADOR VALIDADO PARA LA FABRICACION DE BUJES PARA EL SECTOR AEROESPACIAL DETERMINADOS COMO ALTAMENTE CRITICOS PARA EL SISTEMA DE VUELO DE LAS AERONAVES.,AEROESPACIAL," 6,337,099 "
NOVARTIS FARMACEUTICA SA DE CV ,EVALUACION DE EFICACIA Y SEGURIDAD DE TRATAMIENTO INNOVADOR EN PACIENTES CON ICC-FRACCION EYECCION CONSERVADA,FARMACÉUTICA," 400,750 "
ALTOS HORNOS DE MEXICO SAB DE CV,DESARROLLO DE NUEVOS PRODUCTOS A PARTIR DE POLVO DE COLECTOR DE ALTO HORNO Y BOF PARA SU USO COMO PINTURA REFRACTARIA ANTIADHERENTE,QUÍMICA," 4,426,000 "
NIPOMEX TOOL S DE RL DE CV,DESARROLLO DE UNA NUEVA LINEA DE NEGOCIO CON TECNOLOGIA DE PUNTA PARA LA FABRICACION DE PREFORMAS DE HERRAMIENTAS INDUSTRIALES ESPECIALES DE CORTE.,METALMECÁNICA," 1,038,734 "
AGROPECUARIA EL AVION S DE PR DE RL,DESARROLLO DEL PROCESO DE UN PRODUCTO INNOVADOR DE HUEVO COCIDO DIRIGIDO AL MERCADO NACIONAL.,ALIMENTOS," 3,068,121 "
SEMILLAS HARRIS MORAN MEXICANA SA DE CV,CONVERSION DE LA PRODUCCION DE TOMATILLOS DE VARIEDADES DE POLINIZACION ABIERTA A HIBRIDOS DE ALTO RENDIMIENTO,AGROINDUSTRIAL," 2,633,031 "
PLASTICOS BEDA SA DE CV ,IMPLEMENTACION DE UNA PLANTA PILOTO PARA EL MEJORAMIENTO DE LA CALIDAD DEL POLIETILENO DE BAJA DENSIDAD PARA LA FABRICACION DE BOLSAS PLASTICAS,PLÁSTICOS," 1,493,038 "
I-XPORT SA DE CV ,DESARROLLO DE SOFTWARE PARA MANEJO DE INFORMACION DEL DATASTAGE-SAT,TECNOLOGÍAS DE LA INFORMACIÓN," 1,171,410 "
PH DEVICES R&D SA DE CV,DISENO E INTEGRACION DE UN SISTEMA PORTABLE DE ESCANEO CORPORAL EN 3D PARA APLICACIONES BIOMEDICAS.,TECNOLOGÍAS DE LA INFORMACIÓN," 2,253,900 "
DISTRIBUIDORA DE MATERIALES HIDRAULICOS DE CHIHUAHUA SA DE CV ,DESARROLLO DE TECNOLOGIA PARA LA MANUFACTURA DE FILTROS PURIFICADORES DE AGUA CON UNA FORMULACION DE POLYSPUN PROPIA,PLÁSTICOS," 6,965,519 "
DISENO E INGENIERIA SUSTENTABLE SA DE CV,SISTEMA MODULAR DE COGENERACION ELECTRICA SOLAR BASADA EN MICROINVERSORES.,ELÉCTRICA," 5,161,224 "
BIOTEKSA SA DE CV ,VALIDACION DE PCR TIEMPO REAL PARA LA DETECCION DE BIOMARCADORES DE DESBALANCES METABOLICOS EN CULTIVOS AGRICOLAS DE IMPORTANCIA ECONOMICA PARA MEXICO,AGROINDUSTRIAL," 1,851,652 "
NUNVAV INC,PROTOTIPO DE APLICACION MULTIPLATAFORMA PARA LA PREDICCION DE DELITOS DE FUERO COMUN,TECNOLOGÍAS DE LA INFORMACIÓN," 2,732,280 "
DISTRIBUIDORA SERRANA DE ALIMENTOS SA DE CV,ESTUDIO DE LA TRANSFORMACION PRIMARIA DE CAFE Y LA AUTOMATIZACION DE UN TOSTADOR DE LECHO FLUIDIZADO PARA LA ESTANDARIZACION INDUSTRIAL DEL CAFE PRODUCIDO POR LA EMPRESA DISA S.A. DE C.V.,ALIMENTOS," 2,774,247 "
OAXACA AEROSPACE SA DE CV,INNOVACION TECNOLOGICA EN EL DESARROLLO DE UNA CARLINGA PARA AVIONES BIPLAZA.,AEROESPACIAL," 899,838 "
SUMATEL SA DE CV ,SOLUCION PARA CERRAR EL CICLO DE NEGOCIO INTEGRANDOLO AL E-COMMERCE A TRAVES DE LAS TIC´S,COMUNICACIONES," 1,336,643 "
DESARROLLOS PAC SIMI SA DE CV,DISENO Y DESARROLLO DE UNA CELDA PILOTO PARA LA OPTIMIZACION DE PROCESOS DE CONFORMADO SEMISOLIDO SSM (SEMI SOLID METAL) USADO EN LA INYECCION DE COMPONENTES DE ALUMINIO PARA EL SECTOR AEROESPACIAL,AEROESPACIAL," 4,821,100 "
SISTEMAS BOX SA DE CV, PLATAFORMA PARA LA REDUCCION DEL EFECTO BULLWHIP EN EL SECTOR AUTOMOTRIZ,TECNOLOGÍAS DE LA INFORMACIÓN," 14,000,000 "
PHARMACOS EXAKTA SA DE CV ,TRIAMCINOLONA ACETONIDO CONTENIDO EN UNA FORMULACION INNOVADORA QUE PERMITE LLEGAR AL SEGMENTO POSTERIOR DEL OJO,FARMACÉUTICA," 1,691,300 "
SOFI DE CHIHUAHUA SA DE CV,IMPLEMENTACION DE UN NUEVO PROCESO DE TERMOFORMADO POR VACIO Y CONFIGURACION DE UN NUEVO MATERIAL COMPUESTO A BASE DE TRIACETATO DE CELULOSA (TAC) Y ALCOHOL POLIVINILICO PARA POLARIZADO DE LENTES,"ÓPTICA, EQUIPOS Y SISTEMAS"," 3,443,087 "
GRUPO MATRIX SA DE CV,DESARROLLO DE FIBRAS POLIMERICAS CON COMPOSITA MINERAL PARA DISMINUIR LA DEGRADACION Y AUMENTAR LONGEVIDAD EN CONCRETOS PARA LA INDUSTRIA DE LA CONSTRUCCION,CONSTRUCCIÓN," 2,436,993 "
PROTOWARE SA DE CV,DISENO Y DESARROLLO DE SISTEMA MOVIL DE VIGILANCIA CIVIL COOPERATIVA PARA GENERAR ALERTAS COLECTIVAS EN CASO DE CRIMEN CALLEJERO,TECNOLOGÍAS DE LA INFORMACIÓN," 2,916,920 "
FORD MOTOR COMPANY SA DE CV ,"PROCEDIMIENTO PARA VALIDACION Y OPTIMIZACON DE INTERCAMBIADORES DE CALOR COAXIALES, POR MEDIO DE DINAMICA DE FLUIDOS COMPUTACIONALES APLICADO A SISTEMAS DE AIRE ACONDICIONADO AUTOMOTRIZ",AUTOMOTRIZ," 685,919 "
CENTRO IMPULSOR DE ESTUDIOS AGROALIMENTARIOS SA DE CV ,INNOVACION DE PRODUCTOS PROTOTIPO SANITIZANTES DE INTERES PARA LA INDUSTRIA CARNICA A BASE DE EXTRACTOS DE GOBERNADORA (LARREA TRIDENTATA),BIOTECNOLOGÍA," 2,252,433 "
MALTA TEXO DE MEXICO SA DE CV ,INNOVACIONES TECNOLOGICAS PARA EL DESARROLLO DE NUEVOS PRODUCTOS PARA EL ALIMENTO DE MASCOTAS,AGROINDUSTRIAL," 1,098,725 "
PRECISION METAL STAMPING SA DE CV ,DISENO PROTOTIPO DE PLACAS DE ELECTROCAUTERIO A BASE DE MATERIALES NANOPOLIMERICOS ANTIMICROBIANOS,INSTRUMENTACIÓN ELECTROMÉDICA," 3,429,100 "
INNOVASOLVERSA DE RL ,"PLATAFORMA TECNOLOGICA DE GEORECOMENDACION PARA PRODUCTOS Y SERVICIOS EN MODALIDAD SUBASTA INVERSA BASADO EN TECNICAS DE COMPUTO SENSIBLE AL CONTEXTO, ANALISIS DE SENTIMIENTOS, MINERIA DE OPINIONES",TECNOLOGÍAS DE LA INFORMACIÓN," 1,400,532 "
CALZADO BLASITO SA DE CV ,DESARROLLO DE CALZADO DE SEGURIDAD CON PROPIEDAD IRIDISCENTE Y FULGURANTE CON EFECTO DIURNO Y NOCTURNO,CUERO Y CALZADO," 2,410,950 "
SOFI DE CHIHUAHUA SA DE CV,INNOVACION DE UN MATERIAL ELASTOMERICO PARA UN MOLDE DE FABRICACION DE LENTES OFTALMICOS,"ÓPTICA, EQUIPOS Y SISTEMAS"," 1,756,210 "
EMPACADORA MURGATI SA DE CV,INCORPORACION DE LISADOS CELULARES DE BACTERIAS LACTICAS COMO CONSERVADORES NATURALES EN LA ELABORACION DE EMBUTIDOS,ALIMENTOS," 2,752,969 "
STRATEGICS DE MEXICO SA DE CV,DESARROLLO DE UN PROTOTIPO DE MOTOR DE COMERCIO ELECTRONICO PARA SERVICIOS DE TRANSPORTACION MARITIMA DE PASAJEROS CON UN ENFOQUE DE OFERTA EXTENDIDA DE SERVICIOS DE ALTO VALOR PARA EL CLIENTE.,TECNOLOGÍAS DE LA INFORMACIÓN," 900,000 "
CHIVA SENTADA S DE RL MI DE CV ,"HABILITACION DE UN SERVICIO COMERCIAL, BAJO EL MODELO DE NEGOCIOS POR SUSCRIPCION, QUE BRINDE ACCESO A CONTENIDOS DIDACTICOS ELECTRONICOS, EN LA FORMA DE OBJETOS DIGITALES DE APRENDIZAJE.",TECNOLOGÍAS DE LA INFORMACIÓN," 2,612,250 "
TECHNICOLOR MEXICANA S DE RL DE CV,RECICLADO DE DISCOS OPTICOS COMPACTOS PARA LA REINCORPORACION AL PROCESO DE PRODUCCION.,ELECTRÓNICA," 2,009,367 "
SOLEXVINTEL SA DE CV ,DESARROLLO DE UN SOFTWARE DE ULTIMA GENERACION PREVENTIVO CONTRA EL BULLIYING,TECNOLOGÍAS DE LA INFORMACIÓN," 7,115,221 "
INDUSTRIAS TECNOLOGICAS DE AGUASCALIENTES S DE RL DE CV ,SISTEMA DE GESTION Y VALIDACION DIGITAL DE DOCUMENTOS E INFORMACION DE CIUDADANOS MEXICANOS EN LA NUBE.,TECNOLOGÍAS DE LA INFORMACIÓN," 3,066,664 "
ECOLOGICOS INTERNACIONALES DE MEXICO SA DE CV,INVENCION DE UNA FORMULA SANITIZANTE A BASE DE EXTRACTO CITRICO PARA USO EN FRUTA FRESCA (FRESA),ALIMENTOS," 1,805,416 "
ACEROS Y METALES HERCA SA DE CV,DISENO Y FABRICACION DE SISTEMA DE RECICLAJE DE METALES FERROSOS Y NO FERROSOS MEDIANTE SEPARACION MAGNETICA Y CORRIENTES TORBELLINO,MAQUINARIA INDUSTRIAL," 5,906,250 "
GRUPO MATSUMA SA DE CV ,NANOPARTICULAS MAGNETICAS DE FE-GA-CO2+ PARA SU USO EN EL TRATAMIENTO DE CANCER POR HIPERTERMIA.,QUÍMICA," 4,767,083 "
PROF TECH SERVICIOS SA DE CV,SISTEMA DE POSTES INTELIGENTES PARA MEDIR POTENCIALES EN DV Y GARANTIZAR LA PROTECCION CATODICA,ELECTRÓNICA," 1,249,772 "
DELPHI DELCO ELECTRONICS DE MEXICO S DE RL DE CV,"DISENO DEL SISTEMA DE COMUNICACION VEHICULAR INTEGRADO V2X PARA REDUCIR LAS COLISIONES, MEJORAR LA EFICIENCIA EN EL TRAFICO Y EL CONFORT AL CONDUCIR.",AUTOMOTRIZ," 1,596,273 "
INDUSTRIAS ZAHORI SA DE CV,DISENO Y DESARROLLO TECNOLOGICO DE PLANTA PILOTO EXPERIMENTAL Y OBTENCION DE CUATRO NUEVOS RECUBRIMIENTOS ASFALTICOS.,QUÍMICA," 2,947,697 "
SILVER-SOFT DESARROLLO TECNOLOGIA Y APLICACIONES,DETECCION OPORTUNA DE ENFERMEDADES EN EL GANADO BOVINO Y TOMA DE DECISIONES EN TIEMPO REAL PARA EL INCREMENTO DE LA PRODUCTIVIDAD Y COMPETITIVIDAD DEL SECTOR AGROPECUARIO EN MEXICO,AGROINDUSTRIAL," 1,015,650 "
SOLDADORAS INDUSTRIALES INFRA SA DE CV ,DESAROLLO DE NUEVA SUSPENSION PARA CARETA DE SOLDAR ELECTRONICA,METALMECÁNICA," 419,333 "
CORVELIS DESARROLLOS SA DE CV ,"DISENO E IMPLEMENTACION DE DISPOSITIVO “APPLIANCE” QUE INTEGRE BIG DATA, BUSINESS INTELLIGENCE, GIS Y MODELACION MATEMATICA, PARA PROCESAR INFORMACION GUBERNAMENTAL Y POLITICA",TECNOLOGÍAS DE LA INFORMACIÓN," 3,388,854 "
SOLID PRECISION ENGINEERING AND INNOVATION SA DE CV,DESARROLLO DE OPTICAS ADAPTABLES PARA ILUMINACION LED DE ALTA Y BAJA POTENCIA CON APLICACIONES PARA INTERIOR Y EXTERIOR,"ÓPTICA, EQUIPOS Y SISTEMAS"," 5,778,624 "
QUIMMCO CENTRO TECNOLOGICO SA DE CV,DESARROLLO DE CELDA PILOTO PARA DISENO DE PROCEDIMIENTOS DE REPARACION DE COMPONENTES MECANICOS USADOS EN LA INDUSTRIA DEL PETROLEO,METALMECÁNICA," 4,210,870 "
SANCHEZ SA DE CV ,DESARROLLO DE UN BARNIZ DE CONTRASTE DE CURADO UV PARA GENERAR EFECTOS VISUALES DE SUPERFICIE AL SER SOBREIMPRESO,QUÍMICA," 615,097 "
RED STARR SPR DE RL DE CV ,SISTEMA INTEGRADO DE INOCUIDAD Y TRAZABILIDAD PARA LA REDUCCION DE RIESGOS EN CARICA PAPAYA,AGROINDUSTRIAL," 8,092,188 "
TRADECO INFRAESTRUCTURA SA DE CV ,ATZINTLI,CONSTRUCCIÓN," 5,161,153 "
TEXNOLGICA SA DE CV,SISTEMA MULTIAGENTE PARA ASISTENCIA INTELIGENTE EN EL DIAGNOSTICO MEDICO Y CONFORMIDAD CON PROTOCOLOS OFICIALES,TECNOLOGÍAS DE LA INFORMACIÓN," 3,249,627 "
TERNIUM MEXICO SA DE CV ,OPTIMIZACION DE RECUBRIMIENTO BASE ZINC RESISTENTE A ALTA TEMPERATURA PARA USO EN PRODUCTOS AUTOMOTRICES PARA ESTAMPADO EN CALIENTE,METALURGIA," 4,454,667 "
T Q F M SA DE CV,SERVICIO INTEGRAL DE GASTRONOMIA TECNOLOGICA EN PRODUCCION MASIVA,MAQUINARIA INDUSTRIAL," 5,708,009 "
FERDI NT SA DE CV ,DISENO Y DESARROLLO DE UNA CELDA FLEXIBLE PARA LA DEPOSICION ELECTROSTATICA DE RECUBRIMIENTOS PROTECTORES DE POLVO (FLOCK) APLICADOS EN COMPONENTES ELECTRONICOS USADOS EN LOS TABLEROS AUTOMOTRICES Y A,AUTOMOTRIZ," 4,811,100 "
SISTEMAS CLIMATIZADOS SA DE CV ,DESARROLLO DE UN GENERADOR DE AGUA POTABLE A PARTIR DE AIRE SATURADO,METALMECÁNICA," 3,812,490 "
GRUPO TECHVER SA DE CV ,OBTENCION DE HARINA PARA USO COMESTIBLE A PARTIR DE UN SUBPRODUCTO DEL CAFE MEDIANTE UN TREN DE PROCESO AUTOMATIZADO,AGROINDUSTRIAL," 5,592,043 "
LABINAL DE MEXICO SA DE CV,3RA GENERACION DE ACTUADORES ELECTRICOS: RELEVADORES ACCIONADOS POR MATERIAL INTELIGENTE CON MEMORIA DE FORMA.,AEROESPACIAL," 2,855,435 "
VIRETEC GESTION Y DESARROLLO SA DE CV ,TECNOLOGIA PARA EL APROVECHAMIENTO DE RESIDUOS INDUSTRIALES EN SOLUCIONES HABITACIONALES SOSTENIBLES,QUÍMICA," 1,557,213 "
CITROFRUT SA DE CV ,INVESTIGACION Y DESARROLLO DE TECNOLOGIAS DE PROCESO Y PRODUCTOS DE ALTO VALOR AGREGADO A BASE DE FRUTAS Y VERDURAS,ALIMENTOS," 4,062,485 "
ARROBA INGENIERIA SA DE CV ,UNIDAD AVANZADA DE TERAPIA INTENSIVA NEONATAL BASADO EN UNA ARQUITECTURA MODULAR INTEROPERABLE,INSTRUMENTACIÓN ELECTROMÉDICA," 1,560,000 "
